,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
156,Industrial Relations Commission of Victoria and the Australian Conciliation and Arbitration ,['Industrial Relations Commission of Victoria and the Australian Conciliation and Arbitration '],85.2,565.18,402.34,575.85,3,1,2,middle
157,"Commission, and for reference of industrial disputes from one commission to the other, and for ","['Commission, and for reference of industrial disputes from one commission to the other, and for ']",85.2,573.58,402.25,584.25,3,1,2,middle
158,other purposes.] ,['other purposes.] '],85.2,581.98,143.02,592.65,3,1,0,end
159,10/XII/1985  Nurses (Amendment) Act 1985. No.  10251. ,"['10/XII/1985 ', 'Nurses (Amendment) Act 1985. No.', ' 10251. ']",74.4,594.46,273.16,605.13,3,0,1,other
160,1987—List No. 3  8  (114) ,"['1987—List No. 3 ', '8 ', '(114) ']",78.0,36.51,406.86,50.57,4,0,2,start
161,AUSTRIA (cont.) ,['AUSTRIA (cont.) '],76.56,62.62,140.78,73.29,4,0,0,country
162,20/III/1969  Federal Act amending the Act of  25  June 1969 respecting night work by women [LS ,"['20/III/1969 ', 'Federal Act amending the Act of', ' 25', ' June 1969 respecting night work by women [LS ']",76.32,75.1,406.32,85.77,4,0,2,start
163,"1969—Aus. 3]. (ibid., Text 209). ","['1969—Aus. 3]. (ibid., Text 209). ']",88.8,82.78,203.66,93.45,4,1,0,end
164,[The amendments expand the list of fields of work to which the restrictions on night work by ,['[The amendments expand the list of fields of work to which the restrictions on night work by '],89.04,95.5,405.7,106.17,4,1,2,middle
165,"women do not apply (in ss. 2(1), (2), (3), (4); and 4(3),  4a  and 46). The newly introduced or ","['women do not apply (in ss. 2(1), (2), (3), (4); and 4(3),', ' 4a', ' and 46). The newly introduced or ']",88.08,103.9,405.61,114.57,4,1,2,middle
166,newly formulated exceptions encompass women workers in the hotel industry in terms of s. 189 ,['newly formulated exceptions encompass women workers in the hotel industry in terms of s. 189 '],88.32,112.3,405.76,122.97,4,1,2,middle
167,"of GeWO 1973; certain workers in hospitals, convalescent homes and welfare and relief ","['of GeWO 1973; certain workers in hospitals, convalescent homes and welfare and relief ']",88.08,120.7,405.33,131.37,4,1,2,middle
168,"institutions managed by the Federal government or a province; teachers, educators and ","['institutions managed by the Federal government or a province; teachers, educators and ']",88.08,129.1,405.39,139.77,4,1,2,middle
169,"counsellors engaging in certain types of work; telephone operators in emergency stations, taxi ","['counsellors engaging in certain types of work; telephone operators in emergency stations, taxi ']",87.84,137.5,405.37,148.17,4,1,2,middle
170,dispatch offices and watchkeeping operations; interpreters at congresses and similar  events;  tour ,"['dispatch offices and watchkeeping operations; interpreters at congresses and similar', ' events;', ' tour ']",87.84,145.9,405.61,156.57,4,1,2,middle
171,guides employed by travel agencies; women performing ministerial or religious duties or social ,['guides employed by travel agencies; women performing ministerial or religious duties or social '],88.08,154.3,405.58,164.97,4,1,2,middle
172,"services in a legally recognised church or religious society; social services for a club, foundation, ","['services in a legally recognised church or religious society; social services for a club, foundation, ']",88.08,162.7,405.58,173.37,4,1,2,middle
173,"fund or political party (subject to certain restrictions, including consultation with the ","['fund or political party (subject to certain restrictions, including consultation with the ']",88.08,171.1,405.65,181.77,4,1,2,middle
174,"employee's representative), and women workers covered by the Agricultural and Forestry ","[""employee's representative), and women workers covered by the Agricultural and Forestry ""]",88.08,179.5,405.47,190.17,4,1,2,middle
175,Employees' Rights Act (No. 280/1980) or the Federal Act regarding Employment of Children ,"[""Employees' Rights Act (No. 280/1980) or the Federal Act regarding Employment of Children ""]",88.32,187.9,405.22,198.57,4,1,2,middle
176,and Young Persons (No. 146/1948) [LS 1982—Aus.  1  (consolidation)]. The amendments also ,"['and Young Persons (No. 146/1948) [LS 1982—Aus.', ' 1', ' (consolidation)]. The amendments also ']",88.08,196.3,407.52,206.97,4,1,2,middle
177,state that women may be employed until midnight (instead of  11  p.m.) in establishments using ,"['state that women may be employed until midnight (instead of', ' 11', ' p.m.) in establishments using ']",88.32,204.7,405.81,215.37,4,1,2,middle
178,the swing-shift system  (s.  4  ( 1  )).  Time limits are set in regard to variances which may be granted ,"['the swing-shift system', ' (s.', ' 4', ' ( 1', ' )).', ' Time limits are set in regard to variances which may be granted ']",88.32,213.1,408.22,223.77,4,1,2,middle
179,under the Act (ss. 8(2) and (3)). The amendments set monetary penalties in cases of noncompliance,['under the Act (ss. 8(2) and (3)). The amendments set monetary penalties in cases of noncompliance'],87.84,221.5,400.79,240.57,4,1,1,end
180, (s.  9  ( 1  )) and define the authorities responsible for executing the Act  (s.  12(2)). The ,"[' (s.', ' 9', ' ( 1', ' )) and define the authorities responsible for executing the Act', ' (s.', ' 12(2)). The ']",125.91,229.9,408.36,240.57,4,-1,2,other
181,amendments entered into force on 1 June 1986.] ,['amendments entered into force on 1 June 1986.] '],88.08,238.3,257.26,248.97,4,1,1,end
182,"25/VI/1986  New amendment to the Act regarding the school system, (ibid., Text 371). ","['25/VI/1986 ', 'New amendment to the Act regarding the school system, (ibid., Text 371). ']",75.84,251.98,379.1,262.65,4,0,1,other
183,"[Amendments regarding, in particular, conditions for admission to vocational training ","['[Amendments regarding, in particular, conditions for admission to vocational training ']",88.8,264.22,405.57,274.89,4,1,2,middle
184,institutions. ] ,['institutions. ] '],88.32,272.86,134.14,283.53,4,1,0,end
185,3/VII/1986  Federal Act of  3  July 1986 amending the Collective Labour Relations Act [Text 22 of ,"['3/VII/1986 ', 'Federal Act of', ' 3', ' July 1986 amending the Collective Labour Relations Act [Text 22 of ']",76.56,285.1,406.21,295.77,4,0,2,start
186,"1974:  LS 1973—Aus. 2]. (ibid., Text 394) ","['1974:', ' LS 1973—Aus. 2]. (ibid., Text 394) ']",88.8,293.5,233.66,304.17,4,1,0,end
187,"[The Act makes amendments concerning general organisational matters, the legal status of ","['[The Act makes amendments concerning general organisational matters, the legal status of ']",88.8,306.22,405.33,316.89,4,1,2,middle
188,works council members and penalties for infringements. It also extends the powers of the works ,['works council members and penalties for infringements. It also extends the powers of the works '],88.08,314.62,405.46,325.29,4,1,2,middle
189,"councils, in particular regarding inspections, data stored on computer, unfavourable transfers ","['councils, in particular regarding inspections, data stored on computer, unfavourable transfers ']",87.84,323.02,405.7,333.69,4,1,2,middle
190,"of employees, information about financial prospects, and interim representation of the interests ","['of employees, information about financial prospects, and interim representation of the interests ']",88.32,331.42,405.7,342.09,4,1,2,middle
191,"of employees in new plants. Further, the Act introduces a central youth council and extends the ","['of employees in new plants. Further, the Act introduces a central youth council and extends the ']",88.08,339.82,405.65,350.49,4,1,2,middle
192,"legislative provisions on co-determination to previously exempt organisations, in certain ","['legislative provisions on co-determination to previously exempt organisations, in certain ']",88.08,348.22,405.22,358.89,4,1,2,middle
193,circumstances. ] ,['circumstances. ] '],87.84,356.62,143.26,367.29,4,1,0,end
194,3/VII/1986  Federal Act amending the Workers' Protection Act [Text 234 of 1972: LS 1972— ,"['3/VII/1986 ', ""Federal Act amending the Workers' Protection Act [Text 234 of 1972: LS 1972— ""]",76.32,369.1,405.83,379.77,4,0,2,start
195,"Aus.  1]. (ibid., Text 393) ","['Aus.', ' 1]. (ibid., Text 393) ']",87.84,377.5,174.87,388.17,4,1,0,end
196,[Inserts subparagraph 3 following s. 22b(2).] ,['[Inserts subparagraph 3 following s. 22b(2).] '],89.04,389.98,247.42,400.65,4,1,1,end
197,BANGLADESH ,['BANGLADESH '],76.56,414.22,135.57,424.89,4,0,0,country
198,"13/III/1985  Industrial Relations (Amendment) Ordinance 1985.  (The Bangladesh Gazette, ","['13/III/1985 ', 'Industrial Relations (Amendment) Ordinance 1985.', ' (The Bangladesh Gazette, ']",77.04,426.7,405.87,437.37,4,0,2,start
199,"Extraordinary, 16 Mar.) ","['Extraordinary, 16 Mar.) ']",88.32,435.1,173.66,445.77,4,1,0,end
200,"[The Ordinance amends the Industrial Relations Ordinance, 1969, by specifying certain cases in ","['[The Ordinance amends the Industrial Relations Ordinance, 1969, by specifying certain cases in ']",89.04,447.34,405.22,458.01,4,1,2,middle
201,"which a person is disqualified from being an officer or member of a trade union. In addition, it ","['which a person is disqualified from being an officer or member of a trade union. In addition, it ']",88.08,455.74,405.16,466.41,4,1,2,middle
202,provides for cases in which the registration of trade union may be cancelled subject to ,['provides for cases in which the registration of trade union may be cancelled subject to '],88.08,464.14,405.44,474.81,4,1,2,middle
203,"permission from the Labour Court, and for the protection of trade union officials while an ","['permission from the Labour Court, and for the protection of trade union officials while an ']",88.08,472.54,405.22,483.21,4,1,2,middle
204,application for registration is pending. The Ordinance was promulgated by the President of the ,['application for registration is pending. The Ordinance was promulgated by the President of the '],88.08,480.94,405.41,491.61,4,1,2,middle
205,Republic in exercise of the full powers vested in him pursuant to the Proclamation of 1982. The ,['Republic in exercise of the full powers vested in him pursuant to the Proclamation of 1982. The '],88.56,489.34,405.41,500.01,4,1,2,middle
206,original text of 1969 was published in the Legislative Series (LS 1969—Pak. 2).] ,['original text of 1969 was published in the Legislative Series (LS 1969—Pak. 2).] '],88.08,497.74,366.94,508.41,4,1,1,end
207,13/III/1985 The Employment of Labour (Standing Orders) (Amendment) Ordinance 1985. ,['13/III/1985 The Employment of Labour (Standing Orders) (Amendment) Ordinance 1985. '],77.28,510.7,405.26,521.37,4,0,2,start
208,(ibid.) ,['(ibid.) '],88.08,519.1,110.86,529.77,4,1,0,end
209,[The Ordinance amends  s.  17  of the 1965 Act by laying down certain conditions for the dismissal ,"['[The Ordinance amends', ' s.', ' 17', ' of the 1965 Act by laying down certain conditions for the dismissal ']",89.04,531.58,406.68,542.25,4,1,2,middle
210,of workers. Other minor amendments. The Ordinance was promulgated by the President of the ,['of workers. Other minor amendments. The Ordinance was promulgated by the President of the '],88.32,539.98,405.41,550.65,4,1,2,middle
211,Republic in exercise of the full powers vested in him pursuant to the Proclamation of 1982. The ,['Republic in exercise of the full powers vested in him pursuant to the Proclamation of 1982. The '],88.56,548.38,405.41,559.05,4,1,2,middle
212,1965 Act was published in the Legislative Series (LS 1965—Pak. 4).] ,['1965 Act was published in the Legislative Series (LS 1965—Pak. 4).] '],89.52,556.78,326.38,567.45,4,1,1,end
213,BARBADOS ,['BARBADOS '],76.8,581.5,124.45,592.17,4,0,0,country
214,25/VII/1985  National Insurance and Social Security (Benefit) (Amendment) Regulations 1985. ,"['25/VII/1985 ', 'National Insurance and Social Security (Benefit) (Amendment) Regulations 1985. ']",76.56,593.5,405.26,604.17,4,0,2,start
215,S.I. 1985 No. 123. ,['S.I. 1985 No. 123. '],88.32,602.14,152.54,612.81,4,1,0,end
216,1987—List No. 3  10  (116) ,"['1987—List No. 3 ', '10 ', '(116) ']",74.64,37.23,406.38,51.77,5,0,2,start
217,BELGIUM  (cont.) ,"['BELGIUM', ' (cont.) ']",73.92,63.58,140.78,74.73,5,0,0,country
218,prescribes the information that must appear on packaging containing such substances as well as ,['prescribes the information that must appear on packaging containing such substances as well as '],84.96,75.34,403.3,86.01,5,1,2,middle
219,a model security slip to be made out for the information of workers using dangerous substances. ,['a model security slip to be made out for the information of workers using dangerous substances. '],84.96,83.74,403.38,94.41,5,1,2,middle
220,The Order supersedes various provisions of s.  llïbis  of the general regulations; it was made ,"['The Order supersedes various provisions of s.', ' llïbis', ' of the general regulations; it was made ']",84.72,92.14,403.25,102.81,5,1,2,middle
221,"under the Health and Safety of Workers Act 1952, as published in the Legislative Series ","['under the Health and Safety of Workers Act 1952, as published in the Legislative Series ']",84.96,100.54,403.3,111.21,5,1,2,middle
222,"(1967-Bel. IB (consolidation)), and pursuant to a number of guide-lines issued recently by the ","['(1967-Bel. IB (consolidation)), and pursuant to a number of guide-lines issued recently by the ']",84.72,108.94,403.25,119.61,5,1,2,middle
223,EEC Council. ] ,['EEC Council. ] '],85.44,117.34,138.94,128.01,5,1,0,end
224,14/III/1986  Act to amend Royal Order No. 179 of 30 December 1982 [LS 1982—Bel. 1] ,"['14/III/1986 ', 'Act to amend Royal Order No. 179 of 30 December 1982 [LS 1982—Bel. 1] ']",74.16,129.82,404.14,140.49,5,0,2,start
225,"respecting experimental schemes for the arrangement of working time in undertakings, carried ","['respecting experimental schemes for the arrangement of working time in undertakings, carried ']",85.2,138.22,403.0,148.89,5,1,2,middle
226,"out to redistribute the work available, (ibid., 24 Apr.) ","['out to redistribute the work available, (ibid., 24 Apr.) ']",85.2,146.62,273.27,157.29,5,1,1,end
227,"[Various amendments concerning, inter alia, the conditions governing intervention by the Fund ","['[Various amendments concerning, inter alia, the conditions governing intervention by the Fund ']",85.92,159.1,403.24,169.77,5,1,2,middle
228,for the use of supplemental wage restraints for employment. ] ,['for the use of supplemental wage restraints for employment. ] '],85.2,167.98,299.02,178.65,5,1,1,end
229,"19/III/1986  Royal Order, to amend the Royal Order of 28 December 1971, making special ","['19/III/1986 ', 'Royal Order, to amend the Royal Order of 28 December 1971, making special ']",74.16,180.22,403.18,190.89,5,0,2,start
230,regulations for the application of the Workmen's Compensation Act of 10 April 1971 [LS ,"[""regulations for the application of the Workmen's Compensation Act of 10 April 1971 [LS ""]",85.2,188.62,403.44,199.29,5,1,2,middle
231,"1971—Bel. 3], in respect of seafarers, (ibid., 26 Mar.) ","['1971—Bel. 3], in respect of seafarers, (ibid., 26 Mar.) ']",85.92,197.02,273.03,207.69,5,1,1,end
232,[New schedules  1  and 2 contain a table setting out the remuneration levels to serve as a basis for ,"['[New schedules', ' 1', ' and 2 contain a table setting out the remuneration levels to serve as a basis for ']",85.92,209.5,405.65,220.17,5,1,2,middle
233,calculation in the event of an industrial accident. ] ,['calculation in the event of an industrial accident. ] '],84.96,217.9,259.9,228.57,5,1,1,end
234,24/III/1986  Royal Order amending the regulations regarding the payment of damages flowing ,"['24/III/1986 ', 'Royal Order amending the regulations regarding the payment of damages flowing ']",73.2,230.38,403.41,241.05,5,0,2,start
235,"from occupational accidents, accidents occurring on the way to work, and occupational diseases ","['from occupational accidents, accidents occurring on the way to work, and occupational diseases ']",85.2,238.78,403.54,249.45,5,1,2,middle
236,"in the public sector, (ibid., 29 Apr.) ","['in the public sector, (ibid., 29 Apr.) ']",85.2,247.18,210.38,257.85,5,1,0,end
237,"7/IV/1986  Royal Order, to amend the Royal Order of 24 October 1936, providing for the ","['7/IV/1986 ', 'Royal Order, to amend the Royal Order of 24 October 1936, providing for the ']",73.2,259.9,403.49,270.57,5,0,2,start
238,amendment and co-ordination of the statutes of the emergency provident Fund for the crews of ,['amendment and co-ordination of the statutes of the emergency provident Fund for the crews of '],85.2,268.3,403.17,278.97,5,1,2,middle
239,"ships flying the Belgian flag, (ibid., 24 Apr.) ","['ships flying the Belgian flag, (ibid., 24 Apr.) ']",85.2,276.7,239.18,287.37,5,1,1,end
240,"[Amendments concerning the entitlements of pensioners, survivors and invalids. ] ","['[Amendments concerning the entitlements of pensioners, survivors and invalids. ] ']",85.92,289.18,366.94,299.85,5,1,1,end
241,28/V/1986  Royal Order amending the regulations regarding unemployment in relation to the ,"['28/V/1986 ', 'Royal Order amending the regulations regarding unemployment in relation to the ']",73.2,301.18,403.25,311.85,5,0,2,start
242,"redistribution of available work, (ibid., 25 June) ","['redistribution of available work, (ibid., 25 June) ']",85.2,309.82,253.35,320.49,5,1,1,end
243,[The Order contains numerous amendments to the Royal Order of 20 Dec.  1963  (LS 1963—Bel. ,"['[The Order contains numerous amendments to the Royal Order of 20 Dec.', ' 1963', ' (LS 1963—Bel. ']",85.92,322.3,403.94,332.97,5,1,2,middle
244,"2.  . . LS 1967—Bel. 2A) regarding employment and unemployment. It provides, as a basic ","['2.', ' . . LS 1967—Bel. 2A) regarding employment and unemployment. It provides, as a basic ']",85.2,330.7,403.51,341.37,5,1,2,middle
245,"principle, that unemployment benefits are only afforded in case of unemployment from full-time ","['principle, that unemployment benefits are only afforded in case of unemployment from full-time ']",84.96,339.1,403.25,349.77,5,1,2,middle
246,"work of 35 hours per week, with an exception for teaching staff (s. 2). The daily bases for ","['work of 35 hours per week, with an exception for teaching staff (s. 2). The daily bases for ']",85.2,347.5,403.21,358.17,5,1,2,middle
247,"calculating unemployment benefits are modified  (ss.  5 and 7). A new Chap,  l-bis  is added to the ","['calculating unemployment benefits are modified', ' (ss.', ' 5 and 7). A new Chap,', ' l-bis', ' is added to the ']",85.2,355.9,403.49,366.57,5,1,2,middle
248,"1963 Order as amended, concerning the right of workers engaged on a part-time basis to receive ","['1963 Order as amended, concerning the right of workers engaged on a part-time basis to receive ']",86.16,364.3,403.49,374.97,5,1,2,middle
249,unemployment benefits (s. 12). The new provisions distinguish between workers who hold a ,['unemployment benefits (s. 12). The new provisions distinguish between workers who hold a '],85.44,372.7,403.28,383.37,5,1,2,middle
250,part-time job in order to avoid total unemployment from those working on a part-time basis ,['part-time job in order to avoid total unemployment from those working on a part-time basis '],85.44,381.1,403.78,391.77,5,1,2,middle
251,voluntarily. Different conditions and benefits are applicable accordingly. Entry into forces 1 ,['voluntarily. Different conditions and benefits are applicable accordingly. Entry into forces 1 '],85.2,389.5,403.51,400.17,5,1,2,middle
252,Oct. 1986.] ,['Oct. 1986.] '],85.2,397.9,126.22,408.57,5,1,0,end
253,"31/VII/1986  Royal Order regarding works councils and committees for the safety, health and ","['31/VII/1986 ', 'Royal Order regarding works councils and committees for the safety, health and ']",73.68,411.1,403.24,421.77,5,0,2,start
254,"aesthetic environmental improvement of the workplace, (ibid., 20 Aug.) ","['aesthetic environmental improvement of the workplace, (ibid., 20 Aug.) ']",85.44,419.26,334.95,429.93,5,1,1,end
255,[The Order governs the holding of elections for the renewal of the terms of office of the members ,['[The Order governs the holding of elections for the renewal of the terms of office of the members '],86.16,431.98,403.54,442.65,5,1,2,middle
256,"of works councils, as well as of committees for the safety, health and aesthetic environmental ","['of works councils, as well as of committees for the safety, health and aesthetic environmental ']",85.44,440.38,403.42,451.05,5,1,2,middle
257,improvement of the workplace. It also contains other provisions relative to these councils and ,['improvement of the workplace. It also contains other provisions relative to these councils and '],85.44,448.78,403.24,459.45,5,1,2,middle
258,"committees, in particular regarding their meetings, supervision and judicial procedures. The ","['committees, in particular regarding their meetings, supervision and judicial procedures. The ']",85.2,457.18,403.49,467.85,5,1,2,middle
259,"Order repeals  ss.  65 to 67 of the Order of  18  Feb. 1971 concerning works councils, ss. 69 to  71  of ","['Order repeals', ' ss.', ' 65 to 67 of the Order of', ' 18', ' Feb. 1971 concerning works councils, ss. 69 to', ' 71', ' of ']",85.44,465.58,403.17,476.25,5,1,2,middle
260,"the Order of 18 Feb. 1971 regarding the naming of members of health and safety committees, ","['the Order of 18 Feb. 1971 regarding the naming of members of health and safety committees, ']",85.44,473.98,403.41,484.65,5,1,2,middle
261,"and the Order of 18 Oct. 1978 concerning works councils and committees for the safety, health ","['and the Order of 18 Oct. 1978 concerning works councils and committees for the safety, health ']",84.96,482.38,403.55,493.05,5,1,2,middle
262,"and aesthetic environmental improvement of the workplace, as amended. ] ","['and aesthetic environmental improvement of the workplace, as amended. ] ']",85.44,490.78,343.42,501.45,5,1,1,end
263,20/VIH/1986  Royal Order regarding the provision of unemployment benefits in cases of ,"['20/VIH/1986 ', 'Royal Order regarding the provision of unemployment benefits in cases of ']",73.68,503.5,403.17,514.17,5,0,2,start
264,"negotiated early retirement, (ibid., 10 Sep.) ","['negotiated early retirement, (ibid., 10 Sep.) ']",85.44,511.66,235.82,522.33,5,1,0,end
265,[This Order changes the conditions for granting a supplementary unemployment benefit to ,['[This Order changes the conditions for granting a supplementary unemployment benefit to '],86.16,524.86,403.52,535.53,5,1,2,middle
266,workers aged 57 years and over who receive an early retirement pension by virtue of an ,['workers aged 57 years and over who receive an early retirement pension by virtue of an '],85.44,533.26,403.06,543.93,5,1,2,middle
267,agreement. S. 3 governs the obligation of the employer to replace the early retirees with ,['agreement. S. 3 governs the obligation of the employer to replace the early retirees with '],85.44,541.66,403.31,552.33,5,1,2,middle
268,"unemployed workers. If this is not done, the employer shall pay, in addition to a fine, a ","['unemployed workers. If this is not done, the employer shall pay, in addition to a fine, a ']",85.68,550.06,403.28,560.73,5,1,2,middle
269,compensatory sum to the National Employment Office. Exceptions are available for workers in ,['compensatory sum to the National Employment Office. Exceptions are available for workers in '],85.2,558.46,403.3,569.13,5,1,2,middle
270,enterprises encountering difficulties. ] ,['enterprises encountering difficulties. ] '],85.44,566.86,214.06,577.53,5,1,0,end
271,"1  /X/l 986  Royal Order No. 465 extending the period during which certain workers have a right, in ","['1', ' /X/l 986 ', 'Royal Order No. 465 extending the period during which certain workers have a right, in ']",74.64,579.58,405.38,590.25,5,0,2,start
272,"case of inability to work, to receive remuneration from their employer, (ibid., 18 Oct.) ","['case of inability to work, to receive remuneration from their employer, (ibid., 18 Oct.) ']",85.44,587.74,385.58,598.41,5,1,1,end
273,1987—List No. 3  12  (118) ,"['1987—List No. 3 ', '12 ', '(118) ']",72.48,35.46,402.9,49.89,6,0,2,start
274,BRAZIL  (cont.) ,"['BRAZIL', ' (cont.) ']",71.52,62.28,130.33,74.83,6,0,0,country
275,"benefits depends upon the previous level of remuneration, but they are equivalent to at least 70 ","['benefits depends upon the previous level of remuneration, but they are equivalent to at least 70 ']",82.53,74.01,400.34,86.01,6,1,2,middle
276,per cent of the minimum  wage.  A  tripartite commission  is  to  be  set up to work out the details of ,"['per cent of the minimum', ' wage.', ' A', ' tripartite commission', ' is', ' to', ' be', ' set up to work out the details of ']",82.29,82.38,403.87,94.38,6,1,2,middle
277,"the  financing  of  the  scheme.  Legislative Decree No. 2284 repeals  s.  47  of Act No.  7450  of 1985, ","['the', ' financing', ' of', ' the', ' scheme.', ' Legislative Decree No. 2284 repeals', ' s.', ' 47', ' of Act No.', ' 7450', ' of 1985, ']",82.53,90.75,403.46,102.76,6,1,2,middle
278,and all conflicting statutory provisions.] ,['and all conflicting statutory provisions.] '],82.53,99.12,222.78,111.13,6,1,0,end
279,10/VI/1986 Decree No. 92769 to add a single paragraph under section 319 of the regulations ,['10/VI/1986 Decree No. 92769 to add a single paragraph under section 319 of the regulations '],71.04,111.8,400.57,123.81,6,0,2,start
280,"regarding social benefits (indemnity for rural occupational accidents), (ibid., 11 June) ","['regarding social benefits (indemnity for rural occupational accidents), (ibid., 11 June) ']",82.53,120.17,377.66,132.18,6,1,1,end
281,"[The paragraph reads as follows: ""The benefits called for in this section shall be payable to a ","['[The paragraph reads as follows: ""The benefits called for in this section shall be payable to a ']",83.24,132.85,400.04,144.86,6,1,2,middle
282,rural producer's family members within the system of family production who meet the ,"[""rural producer's family members within the system of family production who meet the ""]",82.53,141.22,400.28,153.23,6,1,2,middle
283,"established requirements, ... to the extent that they are duly registered with the competent ","['established requirements, ... to the extent that they are duly registered with the competent ']",82.29,149.59,400.0,161.6,6,1,2,middle
284,"social benefits authority"".] ","['social benefits authority"".] ']",82.29,157.97,176.13,169.97,6,1,0,end
285,17/VI/1986 Act No. 7494 to issue provisions regarding the competence of  the  Labour Tribunals ,"['17/VI/1986 Act No. 7494 to issue provisions regarding the competence of', ' the', ' Labour Tribunals ']",71.28,170.88,400.33,182.89,6,0,2,start
286,to conciliate and resolve conflicts arising from labour relations between workers assigned to ,['to conciliate and resolve conflicts arising from labour relations between workers assigned to '],82.53,179.25,400.32,191.26,6,1,2,middle
287,"other employment and those who use their services, (ibid., 19 June) ","['other employment and those who use their services, (ibid., 19 June) ']",82.53,187.63,318.58,199.63,6,1,1,end
288,[This Act amends s. 643 of the Consolidation of Labour Laws (LS 1985—Bra. 1) so as to ,['[This Act amends s. 643 of the Consolidation of Labour Laws (LS 1985—Bra. 1) so as to '],83.24,200.07,400.32,212.07,6,1,2,middle
289,"provide:  ""643.  Disputes arising out of  the  relations between  employees  and  employers,  as well  as ","['provide:', ' ""643.', ' Disputes arising out of', ' the', ' relations between', ' employees', ' and', ' employers,', ' as well', ' as ']",82.29,208.44,405.04,220.44,6,1,1,end
290,"between workers  who  have been assigned to other employment and those  who use  their  services, ","['between workers', ' who', ' have been assigned to other employment and those', ' who use', ' their', ' services, ']",82.53,216.81,403.84,228.82,6,1,2,middle
291,"in the  fields  of activity governed by social legislation, shall  be  resolved by the Labour  Courts,  in ","['in the', ' fields', ' of activity governed by social legislation, shall', ' be', ' resolved by the Labour', ' Courts,', ' in ']",82.29,225.18,401.72,237.19,6,1,2,middle
292,accordance with the provisions of the present Title and in the manner prescribed  by  the rules of ,"['accordance with the provisions of the present Title and in the manner prescribed', ' by', ' the rules of ']",82.53,233.55,401.35,245.56,6,1,2,middle
293,"judicial proceedings in labour matters"".] ","['judicial proceedings in labour matters"".] ']",81.57,241.93,223.97,253.93,6,1,0,end
294,25/VI/1986 Act No. 7498 regulating the practice of  the  nursing profession and containing other ,"['25/VI/1986 Act No. 7498 regulating the practice of', ' the', ' nursing profession and containing other ']",70.33,255.08,399.97,267.09,6,0,2,start
295,"provisions, (ibid., 26 June) ","['provisions, (ibid., 26 June) ']",82.53,263.45,176.02,275.46,6,1,0,end
296,14/VIII/1986 Decree  No.  93115 establishing the Rural Development Fund (FDR) and the Rural ,"['14/VIII/1986 Decree', ' No.', ' 93115 establishing the Rural Development Fund (FDR) and the Rural ']",71.04,275.89,400.91,287.9,6,0,2,start
297,"and Agroindustrial Loans Council (CCRA), and containing other provisions, (ibid., 18 Aug.) ","['and Agroindustrial Loans Council (CCRA), and containing other provisions, (ibid., 18 Aug.) ']",82.53,284.5,400.15,296.51,6,1,2,middle
298,BULGARIA ,['BULGARIA '],70.8,312.81,117.24,325.28,6,0,0,country
299,"— Ordinance of  the  Ministry of Public Health, the Labour and Social Affairs Committee and the ","['— Ordinance of', ' the', ' Ministry of Public Health, the Labour and Social Affairs Committee and the ']",70.33,325.17,400.21,337.17,6,0,2,start
300,Central Council of Bulgarian Trade Unions to amend and supplement Ordinance No. 97 [of ,['Central Council of Bulgarian Trade Unions to amend and supplement Ordinance No. 97 [of '],82.76,333.54,399.83,345.55,6,1,2,middle
301,"1981] respecting prophylactoria.  (D'rzhaven  Vestnik,  19 Nov.) ","['1981] respecting prophylactoria.', "" (D'rzhaven"", ' Vestnik,', ' 19 Nov.) ']",83.48,341.91,304.19,353.92,6,1,1,end
302,[Miscellaneous amendments.] ,['[Miscellaneous amendments.] '],83.24,354.35,185.94,366.36,6,1,0,end
303,"4/IX/1985  Decree  No.  2913,  to amend  the  Pensions Act [of  6  Nov.  1957:  LS  1957—Bull.  1].  (ibid., ","['4/IX/1985', ' Decree', ' No.', ' 2913,', ' to amend', ' the', ' Pensions Act [of', ' 6', ' Nov.', ' 1957:', ' LS', ' 1957—Bull.', ' 1].', ' (ibid., ']",70.09,367.03,405.11,379.03,6,0,1,other
304,6 Sep.) ,['6 Sep.) '],82.76,375.16,109.18,387.17,6,1,0,end
305,[Amends s. 47a.] ,['[Amends s. 47a.] '],83.48,387.84,143.36,399.85,6,1,0,end
306,CANADA ,['CANADA '],70.8,418.78,108.95,431.24,6,0,0,country
307,29/V/1985 An Act to amend the Unemployment Insurance Act 1971 [LS 1971—Can. 4]. 33-34 ,['29/V/1985 An Act to amend the Unemployment Insurance Act 1971 [LS 1971—Can. 4]. 33-34 '],70.33,430.18,400.1,442.18,6,0,2,start
308,"Eliz. II, Ch. 18.  (Canada  Gazette  /Gazette  du  Canada,  29 May) ","['Eliz. II, Ch. 18.', ' (Canada', ' Gazette', ' /Gazette', ' du', ' Canada,', ' 29 May) ']",83.24,438.79,310.74,450.8,6,1,1,end
309,"[Amends subsec.  17  (6) and (7) of the 1971 Act (as amended in 1980, 1981,  1982  and 1983) by ","['[Amends subsec.', ' 17', ' (6) and (7) of the 1971 Act (as amended in 1980, 1981,', ' 1982', ' and 1983) by ']",83.48,450.99,403.75,462.99,6,1,2,middle
310,changing the basis of an insured person's eligibility for benefits and extending the period of ,"[""changing the basis of an insured person's eligibility for benefits and extending the period of ""]",82.53,459.36,399.83,471.37,6,1,2,middle
