,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
725,"Ontario 1980 made under the Occupational Safety and Health Act. (ibid., 16 Aug.) ","['Ontario 1980 made under the Occupational Safety and Health Act. (ibid., 16 Aug.) ']",85.2,448.54,374.3,459.21,14,1,1,end
726,[Amends various subsections in relation to work in underground  mines.  ] ,"['[Amends various subsections in relation to work in underground', ' mines.', ' ] ']",85.92,461.02,338.71,471.69,14,1,1,end
727,31/VII/1986  O. Reg. 463/86: Regulation to amend Ontario Regulation 229/81 made under the ,"['31/VII/1986 ', 'O. Reg. 463/86: Regulation to amend Ontario Regulation 229/81 made under the ']",73.68,473.74,402.77,484.41,14,0,2,start
728,Elevating Devices Act. (ibid.) ,['Elevating Devices Act. (ibid.) '],85.44,481.66,188.07,492.33,14,1,0,end
729,"[In particular, amends sections regarding freight elevators and elevating devices for handicapped persons.] ","['[In particular, amends sections regarding freight elevators and elevating devices for handicapped persons.] ']",85.2,493.66,397.72,513.21,14,1,1,end
730,Quebec ,['Quebec '],74.64,528.29,101.82,539.37,14,0,0,country
731,"23/V/1985  Industrial Accident and Occupational Disease Act.  (Gazette officielle du Québec, ","['23/V/1985 ', 'Industrial Accident and Occupational Disease Act.', ' (Gazette officielle du Québec, ']",74.4,540.22,403.95,550.89,14,0,2,start
732,24 July) ,['24 July) '],86.16,548.86,114.87,559.53,14,1,0,end
733,"[The purpose of the Act is to institute a new employment injury compensation scheme, replacing ","['[The purpose of the Act is to institute a new employment injury compensation scheme, replacing ']",86.88,561.1,403.77,571.77,14,1,2,middle
734,the schemes governed by the previous legislation on industrial accidents and the payment of ,['the schemes governed by the previous legislation on industrial accidents and the payment of '],86.16,569.5,403.17,580.17,14,1,2,middle
735,compensation to persons contracting asbestosis and silicosis in mines and quarries. It defines an ,['compensation to persons contracting asbestosis and silicosis in mines and quarries. It defines an '],85.92,577.9,403.54,588.57,14,1,2,middle
736,employment injury as any injury or illness arising out of or in connection with an industrial ,['employment injury as any injury or illness arising out of or in connection with an industrial '],86.16,586.3,403.42,596.97,14,1,2,middle
737,accident or occupational disease. Such diseases are listed in Schedule I. Under the Act any ,['accident or occupational disease. Such diseases are listed in Schedule I. Under the Act any '],86.16,594.7,403.55,605.37,14,1,2,middle
738,(121)  15  1987—List No. 3 ,"['(121) ', '15 ', '1987—List No. 3 ']",42.96,39.87,372.81,53.65,15,0,2,start
739,Quebec  (cont.) ,"['Quebec', ' (cont.) ']",42.48,64.92,94.99,77.47,15,0,0,country
740,"injured worker  is  entitled to compensation, rehabilitation, medical care and reinstatement with ","['injured worker', ' is', ' entitled to compensation, rehabilitation, medical care and reinstatement with ']",54.0,76.44,371.92,88.45,15,1,2,middle
741,the same employer. The new scheme applies to all workers sustaining an injury in the Province ,['the same employer. The new scheme applies to all workers sustaining an injury in the Province '],54.24,84.84,371.37,96.85,15,1,2,middle
742,"of Quebec and, subject  to  certain conditions,  to Québec  workers  who  are injured  elsewhere.  The ","['of Quebec and, subject', ' to', ' certain conditions,', ' to Québec', ' workers', ' who', ' are injured', ' elsewhere.', ' The ']",54.24,93.24,375.19,105.25,15,1,2,middle
743,"new scheme will be administered by the Occupational Health and Safety Commission, which ","['new scheme will be administered by the Occupational Health and Safety Commission, which ']",54.24,101.64,371.16,113.65,15,1,1,end
744,"will manage its  finances  and give rulings on appeals, subject to supervision by the courts. The ","['will manage its', ' finances', ' and give rulings on appeals, subject to supervision by the courts. The ']",54.24,110.04,372.17,122.05,15,1,2,middle
745,Act  does  not affect  the  legislation governing compensation for  the  victims of criminal offences; it ,"['Act', ' does', ' not affect', ' the', ' legislation governing compensation for', ' the', ' victims of criminal offences; it ']",54.24,118.44,373.23,130.45,15,1,2,middle
746,makes consequential amendments to 20 other Acts.] ,['makes consequential amendments to 20 other Acts.] '],54.24,126.84,236.47,138.85,15,1,1,end
747,20/VI/1985 Act to amend various legislative provisions on the retirement schemes covering the ,['20/VI/1985 Act to amend various legislative provisions on the retirement schemes covering the '],42.48,139.32,371.37,151.33,15,0,2,start
748,"public and semi-public sectors, (ibid., 17 July) ","['public and semi-public sectors, (ibid., 17 July) ']",54.24,147.96,214.51,159.97,15,1,1,end
749,[Amendments to the Government and Public Body Employees Retirement Scheme Act ,['[Amendments to the Government and Public Body Employees Retirement Scheme Act '],54.96,160.44,371.33,172.45,15,1,2,middle
750,"(L.R.Q.,  Ch.  R-10),  the  Teachers Retirement Scheme Act  (L.  R.Q.,  Ch.  R-l  1),  the Civil  Servants ","['(L.R.Q.,', ' Ch.', ' R-10),', ' the', ' Teachers Retirement Scheme Act', ' (L.', ' R.Q.,', ' Ch.', ' R-l', ' 1),', ' the Civil', ' Servants ']",54.24,168.6,377.69,180.61,15,1,1,end
751,"Retirement Scheme Act (L.R.Q., Ch. R-l2), etc.] ","['Retirement Scheme Act (L.R.Q., Ch. R-l2), etc.] ']",54.96,176.76,225.67,188.77,15,1,1,end
752,20/VI/1985 Act to amend the National Assembly Act and the Act on the conditions of work and ,['20/VI/1985 Act to amend the National Assembly Act and the Act on the conditions of work and '],42.48,189.48,371.08,201.49,15,0,2,start
753,"the retirement pension scheme of the members of the National Assembly, (ibid.) ","['the retirement pension scheme of the members of the National Assembly, (ibid.) ']",54.48,197.88,332.11,209.89,15,1,1,end
754,"20/VI/1985 Act to amend various legislative provisions on social matters, (ibid.) ","['20/VI/1985 Act to amend various legislative provisions on social matters, (ibid.) ']",42.48,210.12,324.91,222.13,15,0,1,other
755,"[Amendments to the Sickness Insurance Act (L.R.Q. Ch. A-29), the Commission on Social ","['[Amendments to the Sickness Insurance Act (L.R.Q. Ch. A-29), the Commission on Social ']",54.96,222.6,371.53,234.61,15,1,2,middle
756,Affairs Act (L.R.Q. Ch. C-34) etc. ] ,['Affairs Act (L.R.Q. Ch. C-34) etc. ] '],54.24,231.0,180.31,243.01,15,1,0,end
757,3/X/1985  Decree  No.  2025-85 to make  provision for  the  maintenance of basic services  in the  event ,"['3/X/1985', ' Decree', ' No.', ' 2025-85 to make', ' provision for', ' the', ' maintenance of basic services', ' in the', ' event ']",42.72,243.48,376.11,255.49,15,0,1,other
758,"of a strike in certain branches of the public service, (ibid., 23 Oct.) ","['of a strike in certain branches of the public service, (ibid., 23 Oct.) ']",54.48,251.88,286.03,263.89,15,1,1,end
759,27/XI/1985 Decree 2398-85 regarding industrial accidents and occupational diseases— ,['27/XI/1985 Decree 2398-85 regarding industrial accidents and occupational diseases— '],42.72,264.36,371.75,276.37,15,0,2,start
760,"Agreement on the eligibility of federal employees for statutory compensation, (ibid.,  18  Dec.) ","['Agreement on the eligibility of federal employees for statutory compensation, (ibid.,', ' 18', ' Dec.) ']",54.48,272.76,373.61,284.77,15,1,2,middle
761,"26/111/1986 Decree 359-86 regarding the participation of certain bodies in certain federal jobpromotion programmes, (ibid., 23 Apr.) ","['26/111/1986 Decree 359-86 regarding the participation of certain bodies in certain federal jobpromotion programmes, (ibid., 23 Apr.) ']",42.48,285.0,366.64,305.65,15,0,1,other
762,23/IV/1986 Decree No. 540-86 concerning the Occupational Injuries Appeals'Commission. ,"[""23/IV/1986 Decree No. 540-86 concerning the Occupational Injuries Appeals'Commission. ""]",42.72,305.88,371.74,317.89,15,0,2,start
763,"(ibid., 14 May) ","['(ibid., 14 May) ']",54.48,314.52,108.19,326.53,15,1,0,end
764,"[Sets  forth the  rules  of  proof,  procedures and practice of the  Appeals  Commission.  Issued under ","['[Sets', ' forth the', ' rules', ' of', ' proof,', ' procedures and practice of the', ' Appeals', ' Commission.', ' Issued under ']",55.2,326.76,374.8,338.77,15,1,2,middle
765,the Act concerning occupational accidents and injuries.] ,['the Act concerning occupational accidents and injuries.] '],54.72,335.4,250.15,347.41,15,1,1,end
766,21 /V/l 986 Guide-lines regarding the conditions for granting  a  subsidy to an employer  who hires a ,"['21 /V/l 986 Guide-lines regarding the conditions for granting', ' a', ' subsidy to an employer', ' who hires a ']",42.72,347.88,376.11,359.89,15,0,2,start
767,"worker with an occupational injury, (ibid., 21 May) ","['worker with an occupational injury, (ibid., 21 May) ']",54.48,356.28,234.91,368.29,15,1,1,end
768,[Adopted by the Occupational Health and Safety Commission pursuant to the Act concerning ,['[Adopted by the Occupational Health and Safety Commission pursuant to the Act concerning '],55.2,368.76,372.0,380.77,15,1,1,end
769,occupational accidents and injuries.] ,['occupational accidents and injuries.] '],54.72,377.16,181.75,389.17,15,1,0,end
770,19/VI/1986 Act regarding the retirement system for teachers and amending various provisions ,['19/VI/1986 Act regarding the retirement system for teachers and amending various provisions '],43.68,389.64,372.38,401.65,15,0,2,start
771,"concerning retirement systems in the public and semi-public sectors. 1986, Ch. 44. (ibid., ","['concerning retirement systems in the public and semi-public sectors. 1986, Ch. 44. (ibid., ']",54.24,397.8,372.27,409.81,15,1,2,middle
772,30 July) ,['30 July) '],54.72,405.96,83.95,417.97,15,1,0,end
773,[Amends the Acts regarding the retirement systems of employees of the government and public ,['[Amends the Acts regarding the retirement systems of employees of the government and public '],55.2,418.92,371.37,430.93,15,1,2,middle
774,"bodies;  teachers;  public officials; and retirement protection for certain teachers  (L.R.Q.,  Chaps. ","['bodies;', ' teachers;', ' public officials; and retirement protection for certain teachers', ' (L.R.Q.,', ' Chaps. ']",54.72,427.32,374.35,439.33,15,1,2,middle
775,"R-10, R-l  1,  R-l2 and  P-32.1,  respectively).] ","['R-10, R-l', ' 1,', ' R-l2 and', ' P-32.1,', ' respectively).] ']",54.96,435.72,207.67,447.73,15,1,0,end
776,"19/VI/1986 Act amending the Act regarding the public service. 1986, Ch. 70. (ibid.) ","['19/VI/1986 Act amending the Act regarding the public service. 1986, Ch. 70. (ibid.) ']",43.68,448.2,336.92,460.21,15,0,1,other
777,[Inserts a new s. 30.1 in regard to public officials who have been elected to public office.] ,['[Inserts a new s. 30.1 in regard to public officials who have been elected to public office.] '],55.2,460.68,363.19,472.69,15,1,1,end
778,30/VII/1986 Decree No. 1172-86 adopting regulations regarding programmes for access to ,['30/VII/1986 Decree No. 1172-86 adopting regulations regarding programmes for access to '],43.2,473.16,371.88,485.17,15,0,2,start
779,"equality, (ibid.,  13  Aug.) ","['equality, (ibid.,', ' 13', ' Aug.) ']",54.72,481.56,142.68,493.57,15,1,0,end
780,[Deals with equality in employment and in educational and health  services.  Adopted under the ,"['[Deals with equality in employment and in educational and health', ' services.', ' Adopted under the ']",55.44,494.04,372.85,506.05,15,1,2,middle
781,Charter of Individual Rights and Freedoms (L.R.Q. Ch.  C-12).] ,"['Charter of Individual Rights and Freedoms (L.R.Q. Ch.', ' C-12).] ']",54.48,502.44,278.07,514.45,15,1,1,end
782,CHILE ,['CHILE '],43.44,528.68,72.45,541.15,15,0,0,country
783,9/IX/1985  Decree  No.  92  to institute a prize for merit in industrial relations to be awarded to the ,"['9/IX/1985', ' Decree', ' No.', ' 92', ' to institute a prize for merit in industrial relations to be awarded to the ']",43.44,540.36,373.6,552.37,15,0,2,start
784,"enterprise maintaining the best industrial relations.  (Diario  Oficial,  25 Oct.) ","['enterprise maintaining the best industrial relations.', ' (Diario', ' Oficial,', ' 25 Oct.) ']",55.2,548.76,323.01,560.77,15,1,1,end
785,[The prize is to be awarded once a year on  1  May. ] ,"['[The prize is to be awarded once a year on', ' 1', ' May. ] ']",55.68,561.24,238.15,573.25,15,1,1,end
786,"21/X/1985 Decree No. 72 to approve the mining safety regulations, (ibid., 27 Jan.) ","['21/X/1985 Decree No. 72 to approve the mining safety regulations, (ibid., 27 Jan.) ']",43.44,573.72,330.43,585.73,15,0,1,other
787,[This Decree  lays  down (in  523  sections) detailed safety rules for  all mining  operations in Chile. ,"['[This Decree', ' lays', ' down (in', ' 523', ' sections) detailed safety rules for', ' all mining', ' operations in Chile. ']",55.92,586.2,375.07,598.21,15,1,2,middle
788,It begins by defining the obligations of employers and workers (ss. 15 to 25) and setting out ,['It begins by defining the obligations of employers and workers (ss. 15 to 25) and setting out '],55.44,594.84,372.05,606.85,15,1,2,middle
789,1987—List No. 3  16  (122) ,"['1987—List No. 3 ', '16 ', '(122) ']",73.2,39.87,404.41,53.45,16,0,2,start
790,CHILE  (cont.) ,"['CHILE', ' (cont.) ']",72.48,65.98,126.14,77.13,16,0,0,country
791,general safety rules  (ss.  30 to  40).  More particularly it provides for every undertaking to draw up ,"['general safety rules', ' (ss.', ' 30 to', ' 40).', ' More particularly it provides for every undertaking to draw up ']",84.96,78.46,403.05,89.13,16,1,2,middle
792,"its own work rules in accordance with the Decree, and entrusts enforcement and supervision to ","['its own work rules in accordance with the Decree, and entrusts enforcement and supervision to ']",84.96,86.86,402.8,97.53,16,1,2,middle
793,the National Geology and Mining  Service.  Other parts of the Decree deal with various technical ,"['the National Geology and Mining', ' Service.', ' Other parts of the Decree deal with various technical ']",84.96,95.26,402.46,105.93,16,1,2,middle
794,"matters, such as explosives, electricity, work above ground, strip mining and underground ","['matters, such as explosives, electricity, work above ground, strip mining and underground ']",85.2,103.66,402.52,114.33,16,1,2,middle
795,"mining, the operation of coal mines and the extraction of petroleum. The Decree replaces ","['mining, the operation of coal mines and the extraction of petroleum. The Decree replaces ']",85.2,112.06,403.06,122.73,16,1,2,middle
796,Decree No. 32 of 1969 on the same subject.] ,['Decree No. 32 of 1969 on the same subject.] '],85.2,120.46,240.7,131.13,16,1,1,end
797,"8/XI/1985  Act No. 18462 to amend Book I, Part VI, of the Labour Code [LS 1931—Chile  1  . . . ","['8/XI/1985 ', 'Act No. 18462 to amend Book I, Part VI, of the Labour Code [LS 1931—Chile', ' 1', ' . . . ']",73.44,133.18,405.18,143.85,16,0,2,start
798,"1981—Chile 1A and B], and make various other provisions, (ibid., 21 Nov.) ","['1981—Chile 1A and B], and make various other provisions, (ibid., 21 Nov.) ']",86.16,141.82,350.06,152.49,16,1,1,end
799,"[The Act adds a new s. 218-A to the Labour Code, containing provisions concerning the ","['[The Act adds a new s. 218-A to the Labour Code, containing provisions concerning the ']",85.68,154.3,402.77,164.97,16,1,2,middle
800,"engagement of temporary dock workers. It supersedes s. 219, which lays down regulations ","['engagement of temporary dock workers. It supersedes s. 219, which lays down regulations ']",85.2,162.7,403.06,173.37,16,1,2,middle
801,"governing the contracts entered into by that category of workers, notably as regards prior notice ","['governing the contracts entered into by that category of workers, notably as regards prior notice ']",85.2,171.1,403.01,181.77,16,1,2,middle
802,"of engagement, the commencement and duration of normal working hours, overtime, ","['of engagement, the commencement and duration of normal working hours, overtime, ']",85.2,179.5,402.69,190.17,16,1,2,middle
803,"cancellation due to frustration or  force majeure,  etc. It also adds ss. 224 to 227, which contain ","['cancellation due to frustration or', ' force majeure,', ' etc. It also adds ss. 224 to 227, which contain ']",84.96,187.9,402.34,198.57,16,1,2,middle
804,"provisions on posts for temporary workers, the dispatch of a copy of the agreement to the ","['provisions on posts for temporary workers, the dispatch of a copy of the agreement to the ']",85.44,196.3,403.01,206.97,16,1,2,middle
805,"Labour Inspectorate, the submission by the employer of information on work performed in ","['Labour Inspectorate, the submission by the employer of information on work performed in ']",85.68,204.7,402.58,215.37,16,1,2,middle
806,"shifts,  and penalties for non-observance. The Act also contains minor amendments to ","['shifts,', ' and penalties for non-observance. The Act also contains minor amendments to ']",85.2,213.1,402.8,223.77,16,1,2,middle
807,"Legislative Decree No. 2200 of 1 May 1978 (LS 1978—Chile 1), and to Act No. 10662 of ","['Legislative Decree No. 2200 of 1 May 1978 (LS 1978—Chile 1), and to Act No. 10662 of ']",85.44,221.5,403.65,232.17,16,1,2,middle
808,"3 October 1952 (LS 1952—Chile 4), which is supplemented by a new s. 18-A on the involuntary ","['3 October 1952 (LS 1952—Chile 4), which is supplemented by a new s. 18-A on the involuntary ']",85.68,229.9,403.62,240.57,16,1,2,middle
809,unemployment of seafarers and temporary dock workers.] ,['unemployment of seafarers and temporary dock workers.] '],85.44,238.3,287.98,248.97,16,1,1,end
810,1  l/XI/1985  Act No. 18464 to amend Legislative Decree No. 2756 of 1979 (LS 1979—Chile 1A) ,"['1', ' l/XI/1985 ', 'Act No. 18464 to amend Legislative Decree No. 2756 of 1979 (LS 1979—Chile 1A) ']",74.4,251.5,405.19,262.17,16,0,2,start
811,"which sets standards for the trade union organisations, (ibid., 21 Nov.) ","['which sets standards for the trade union organisations, (ibid., 21 Nov.) ']",85.44,259.9,332.54,270.57,16,1,1,end
812,"[The Act supersedes various provisions of Legislative Decree No.  2756""  published in the ","['[The Act supersedes various provisions of Legislative Decree No.', ' 2756""', ' published in the ']",86.16,272.38,403.44,283.05,16,1,2,middle
813,"Legislative Series (LS 1979—Chile 1A), and, in particular, s. 19, which provides that any change ","['Legislative Series (LS 1979—Chile 1A), and, in particular, s. 19, which provides that any change ']",85.92,280.78,403.97,291.45,16,1,2,middle
814,in the articles of association of a trade union must be decided by an absolute majority of its ,['in the articles of association of a trade union must be decided by an absolute majority of its '],85.68,289.18,403.06,299.85,16,1,2,middle
815,"members, by individual secret ballot; s. 28, which provides that trade union leaders ","['members, by individual secret ballot; s. 28, which provides that trade union leaders ']",85.68,297.58,403.06,308.25,16,1,2,middle
816,"automatically lose their status as such upon the dissolution of their trade union, and that the ","['automatically lose their status as such upon the dissolution of their trade union, and that the ']",85.44,305.98,402.77,316.65,16,1,2,middle
817,"employer will be debarred from taking certain measures against them, save in the event of ","['employer will be debarred from taking certain measures against them, save in the event of ']",85.68,314.38,402.93,325.05,16,1,2,middle
818,"frustration or  force  majeure;  s. 36, which deals with the release of trade union leaders from work ","['frustration or', ' force', ' majeure;', ' s. 36, which deals with the release of trade union leaders from work ']",85.68,322.78,403.17,333.45,16,1,2,middle
819,"and the duration of such leave; and s. 52, which deals with the dissolution of trade unions. The ","['and the duration of such leave; and s. 52, which deals with the dissolution of trade unions. The ']",85.44,331.18,403.01,341.85,16,1,2,middle
820,Act also provides for the insertion of  s.  23-A on the status granted to workers who are eligible ,"['Act also provides for the insertion of', ' s.', ' 23-A on the status granted to workers who are eligible ']",85.44,339.58,403.01,350.25,16,1,2,middle
821,"for election as trade union leaders at the level of the enterprise. Lastly, it repeals ss. 55 (persons ","['for election as trade union leaders at the level of the enterprise. Lastly, it repeals ss. 55 (persons ']",85.92,347.98,403.06,358.65,16,1,2,middle
822,"entitled to apply for the dissolution of a trade union), and 63 (which provided that a trade ","['entitled to apply for the dissolution of a trade union), and 63 (which provided that a trade ']",85.44,356.38,403.01,367.05,16,1,2,middle
823,union's affiliation to a federation or confederation must be renewed every two years by its ,"[""union's affiliation to a federation or confederation must be renewed every two years by its ""]",85.68,364.78,403.06,375.45,16,1,2,middle
824,"assembly to be legally valid, and if not renewed, it became disaffiliated by operation of ","['assembly to be legally valid, and if not renewed, it became disaffiliated by operation of ']",85.68,373.18,402.93,383.85,16,1,2,middle
825,law).] ,['law).] '],86.64,381.58,107.51,392.25,16,1,0,end
826,"14/XI/l  985  Act No. 18469 to regulate the exercise of the constitutional right to health protection, ","['14/XI/l', ' 985', ' Act No. 18469 to regulate the exercise of the constitutional right to health protection, ']",74.16,395.26,402.36,405.93,16,0,2,start
827,"and to establish a health benefit scheme, (ibid., 23 Nov.) ","['and to establish a health benefit scheme, (ibid., 23 Nov.) ']",85.44,403.9,282.15,414.57,16,1,1,end
828,[The Act affirms the right to equal access to health protection (for salaried and non-salaried ,['[The Act affirms the right to equal access to health protection (for salaried and non-salaried '],85.92,416.38,402.03,427.05,16,1,2,middle
829,workers) and the right to choose freely between treatment by public and private practitioners; it ,['workers) and the right to choose freely between treatment by public and private practitioners; it '],85.44,424.78,402.05,435.45,16,1,2,middle
830,regulates the exercise of these rights on the basis of a classification of insured persons into four ,['regulates the exercise of these rights on the basis of a classification of insured persons into four '],85.68,433.18,402.25,443.85,16,1,2,middle
831,income brackets. The scheme established under the Act covers workers in the public and private ,['income brackets. The scheme established under the Act covers workers in the public and private '],85.68,441.58,402.29,452.25,16,1,2,middle
832,"sectors, self-employed persons contributing to a recognised provident scheme, persons ","['sectors, self-employed persons contributing to a recognised provident scheme, persons ']",85.44,449.98,402.34,460.65,16,1,2,middle
833,voluntarily contributing to such a scheme persons in receipt of a provident or subsistance ,['voluntarily contributing to such a scheme persons in receipt of a provident or subsistance '],85.44,458.38,402.53,469.05,16,1,2,middle
834,pension for disability or unemployment. The scheme provides for medical benefits (preventive ,['pension for disability or unemployment. The scheme provides for medical benefits (preventive '],85.68,466.78,402.53,477.45,16,1,2,middle
835,"medical examinations, medical and dental care, and special assistance for pregnant women and ","['medical examinations, medical and dental care, and special assistance for pregnant women and ']",85.68,475.18,402.04,485.85,16,1,2,middle
836,"children under six years of  age),  and financial benefits. The Act entered into force on  1  January ","['children under six years of', ' age),', ' and financial benefits. The Act entered into force on', ' 1', ' January ']",85.44,483.58,402.35,494.25,16,1,2,middle
837,1986.] ,['1986.] '],86.88,491.98,108.64,502.65,16,1,0,end
838,22/XI/1985  Decree No. 369 to adopt the regulations governing the health-care benefit scheme. ,"['22/XI/1985 ', 'Decree No. 369 to adopt the regulations governing the health-care benefit scheme. ']",73.92,504.7,402.62,515.37,16,0,2,start
839,"(ibid., 2 Jan. 1986) ","['(ibid., 2 Jan. 1986) ']",85.68,513.82,152.06,524.49,16,1,0,end
840,[The Decree lays down the regulations governing the health-care benefit scheme set up under ,['[The Decree lays down the regulations governing the health-care benefit scheme set up under '],86.64,525.82,402.73,536.49,16,1,2,middle
841,"Act No. 18469 of 1985. In particular, it prescribes the conditions under which insured persons ","['Act No. 18469 of 1985. In particular, it prescribes the conditions under which insured persons ']",86.16,534.22,402.82,544.89,16,1,2,middle
842,may choose between the public health service and private treatment (ss. 43-57). The new ,['may choose between the public health service and private treatment (ss. 43-57). The new '],86.16,542.62,402.6,553.29,16,1,2,middle
843,"scheme will be financed by a state contribution and the contributions of subscribers, the balance ","['scheme will be financed by a state contribution and the contributions of subscribers, the balance ']",86.4,551.02,403.01,561.69,16,1,2,middle
844,"of the cost being borne by the patient for benefits received (ss. 58-80). To meet such costs, ","['of the cost being borne by the patient for benefits received (ss. 58-80). To meet such costs, ']",86.4,559.42,402.7,570.09,16,1,2,middle
845,provision is made for the granting of loans to insured persons by the National Health Fund. The ,['provision is made for the granting of loans to insured persons by the National Health Fund. The '],86.4,567.82,403.01,578.49,16,1,2,middle
846,Decree entered into force on 1 Jan. 1986.] ,['Decree entered into force on 1 Jan. 1986.] '],86.4,576.22,235.54,586.89,16,1,0,end
847,"29/XI/1985  Act No. 18477 to amend certain statutory provisions, (ibid., 13 Dec. 1985) ","['29/XI/1985 ', 'Act No. 18477 to amend certain statutory provisions, (ibid., 13 Dec. 1985) ']",74.64,589.66,379.11,600.33,16,0,1,other
848,(123)  17  1987—List No. 3 ,"['(123) ', '17 ', '1987—List No. 3 ']",42.72,37.23,373.05,51.05,17,0,2,start
849,CHILE  (cont.) ,"['CHILE', ' (cont.) ']",42.96,62.52,96.43,75.07,17,0,0,country
850,"[An  Act to amend  s.  98  of Decree  (G)  No.  1  of  1968,  s.  89  of Decree (I)  no.  2  of  1968,  and  s.  5  of ","['[An', ' Act to amend', ' s.', ' 98', ' of Decree', ' (G)', ' No.', ' 1', ' of', ' 1968,', ' s.', ' 89', ' of Decree (I)', ' no.', ' 2', ' of', ' 1968,', ' and', ' s.', ' 5', ' of ']",54.24,74.04,383.38,86.05,17,1,1,end
851,"Decree (I) No.  1  of 1980, all of which have force of  law.  They are superseded by the following ","['Decree (I) No.', ' 1', ' of 1980, all of which have force of', ' law.', ' They are superseded by the following ']",54.24,82.44,376.22,94.45,17,1,2,middle
852,"provision: ""Accidents sustained by personnel on the way to the place where their work  is  to be ","['provision: ""Accidents sustained by personnel on the way to the place where their work', ' is', ' to be ']",53.76,90.84,372.85,102.85,17,1,2,middle
853,"performed,  as well as such  accidents  as  they may sustain  while  commuting directly between their ","['performed,', ' as well as such', ' accidents', ' as', ' they may sustain', ' while', ' commuting directly between their ']",54.0,99.24,375.75,111.25,17,1,2,middle
854,"habitual or temporary workplace and their home, shall also be considered to be accidents ","['habitual or temporary workplace and their home, shall also be considered to be accidents ']",54.0,107.64,372.14,119.65,17,1,2,middle
855,"sustained in service"".] ","['sustained in service"".] ']",54.0,116.04,131.83,128.05,17,1,0,end
856,"17/XII/1985 Act No. 1.8481, to amend Legislative Decree No. 3500 of 1980. (ibid., 24 Dec.) ","['17/XII/1985 Act No. 1.8481, to amend Legislative Decree No. 3500 of 1980. (ibid., 24 Dec.) ']",42.96,129.0,365.71,141.01,17,0,1,other
857,"[The Legislative Decree in question establishes a scheme covering old age, invalidity and ","['[The Legislative Decree in question establishes a scheme covering old age, invalidity and ']",54.72,141.48,371.8,153.49,17,1,2,middle
858,"survivors on the basis of individual capitalisation. The Act amends or supersedes  ss.  36, 37, 39 ","['survivors on the basis of individual capitalisation. The Act amends or supersedes', ' ss.', ' 36, 37, 39 ']",54.24,149.88,374.27,161.89,17,1,2,middle
859,and 47.] ,['and 47.] '],54.24,158.28,85.03,170.29,17,1,0,end
860,31/XII/1985 Decision No. 1741 to set technical and administrative standards for the application ,['31/XII/1985 Decision No. 1741 to set technical and administrative standards for the application '],42.48,171.24,372.83,183.25,17,0,2,start
861,"of the rate in force under the health-care benefit scheme prescribed by Act No. 18469, with ","['of the rate in force under the health-care benefit scheme prescribed by Act No. 18469, with ']",54.48,179.64,372.84,191.65,17,1,2,middle
862,"respect to freedom of  choice,  (ibid., 3 Jan. 1986) ","['respect to freedom of', ' choice,', ' (ibid., 3 Jan. 1986) ']",54.48,188.04,223.39,200.05,17,1,1,end
863,7/II/1986  Decree No. 42 to approve regulations under Act No. 1446 of 1976 approving rules for ,"['7/II/1986', ' Decree No. 42 to approve regulations under Act No. 1446 of 1976 approving rules for ']",42.72,200.28,373.92,212.29,17,0,2,start
864,"training and employment, (ibid., 21 Aug.) ","['training and employment, (ibid., 21 Aug.) ']",54.48,208.92,200.59,220.93,17,1,0,end
865,"[Contains the regulations issued under the above-cited Act, as amended by Act  No.  18391.  The ","['[Contains the regulations issued under the above-cited Act, as amended by Act', ' No.', ' 18391.', ' The ']",55.2,221.16,374.48,233.17,17,1,2,middle
866,following persons fall within the system governed by these rules: workers in the private sector ,['following persons fall within the system governed by these rules: workers in the private sector '],54.72,229.56,372.98,241.57,17,1,2,middle
867,"and in the services and institutions of the public sector, unemployed persons and  first-time  jobseekers, self-employed workers, and natural persons or members of associations comprised of ","['and in the services and institutions of the public sector, unemployed persons and', ' first-time', ' jobseekers, self-employed workers, and natural persons or members of associations comprised of ']",54.24,237.96,372.6,258.37,17,1,2,middle
868,persons  who  work  in  firms  which they  own.  The task of the National Training and Employment ,"['persons', ' who', ' work', ' in', ' firms', ' which they', ' own.', ' The task of the National Training and Employment ']",54.24,254.76,375.4,266.77,17,1,2,middle
869,Service  is  to provide job  counseling.  It may approve vocational training measures taken  by  firms ,"['Service', ' is', ' to provide job', ' counseling.', ' It may approve vocational training measures taken', ' by', ' firms ']",54.48,263.16,379.68,275.17,17,1,1,end
870,"so that they may benefit from tax advantages provided for in the statute. In addition, in every ","['so that they may benefit from tax advantages provided for in the statute. In addition, in every ']",54.48,271.56,372.84,283.57,17,1,2,middle
871,"community, with certain exceptions, a placement agency may operate. These offices are to ","['community, with certain exceptions, a placement agency may operate. These offices are to ']",54.24,279.96,373.08,291.97,17,1,2,middle
872,"receive offers of work and classify them  by  occupation, speciality or branch of activity. They are ","['receive offers of work and classify them', ' by', ' occupation, speciality or branch of activity. They are ']",54.48,288.36,373.23,300.37,17,1,2,middle
873,"to investigate and take note of manpower requirements, providing information regarding the ","['to investigate and take note of manpower requirements, providing information regarding the ']",54.48,296.76,373.05,308.77,17,1,2,middle
874,persons who have the qualifications to meet them. These offices are to inform regional ,['persons who have the qualifications to meet them. These offices are to inform regional '],54.48,305.16,372.73,317.17,17,1,2,middle
