,country,region,text,page
170,SWEDEN,,"Act respecting hours of work on Swedish vessels. z4th October, igig. T., Swe. 1—3 .. .. .. .. .. ",11
171,SWEDEN,,"Royal Order issuing detailed regulations concerning the application of the Act of l4th October, 1919, respecting the hours of work on Swedish vessels. 24th October, 1919. T., Swe. i—3 (8) ",11
172,SWEDEN,,"Royal notification respecting certain exemptions from the application of the Act of 24th October, 1919, No. 663, respecting hours of work on Swedish vessels. 21st November, 1919. T., Swe. 1—3 (ii) ",11
173,SWEDEN,,"Royal Order to amend the Order of 3oth March, 1900, No. 17, respecting the prohibition of the sale within the kingdom of matches of which the striking paste contains ordinary (white or yellow) phosphorus. 27th February, 1920. T., Swe. 9.. ",11
174,SWEDEN,,"Act respecting conciliation in trade disputes. 28th May, 1920. T., Swe. 6—8 .. .. .. .. .. ",11
175,SWEDEN,,"Act respecting the Central Arbitration Board for certain trade disputes. 28th May, 1920. T., Swe. 6—8 (4) ",11
176,SWEDEN,,"Act respecting special arbitrators in trade disputes. 28th May, 1920 T., 6—8 (6) .. .. .. .. ",11
177,SWEDEN,,"Royal notification relating to benefit to unemployed persons without means and to subsidies for this purpose from State funds. 22nd October, 1920. T., Swe. 5 .. .. .. ",11
178,SWITZERLAND,,"Resolution of the Federal Council respecting unemployment benefit. 29th October, 'gig. T., Switz. .. ",11
179,SWITZERLAND,,"Administrative instructions under the Federal Resolution of 29th October, 1919. respecting unemployment benefit. iol'h Novem- ber, 1919. T., Switz. 4—5 ",11
180,SWITZERLAND,,"Federal Act regulating the hours, of labour of persons employed on railways and in other services connected with transport and communications. 6th March, 1920. T., Switz. r ",11
181,SWITZERLAND,,"Basle (Town). Act respecting hours of work. 8th April, 1920. T., Switz. 2—3 .. .. .. .. .. ",11
182,SWITZERLAND,,"Basle (Town). Administrative Order under the Act of 8th April, 1920, respecting hours of work. ..1th August, 1920. T., Switz. 2—3 .. .. .. .. .. .. ",11
183,SWITZERLAND,,"Order respecting accident insurance. 20th August, 1920. T., Switz. S .. .. .. .. .. ",11
184,SWITZERLAND,,"Federal Resolution concerning tile establishment of a Federal Labour Office. 8th October, 1920. T., Switz. 6 .. .. ",11
185,SWITZERLAND,,"Federal Act to amend certain proi'isions of the Federal Act of i3th June, 1911, respecting sickness and accident insurance. 9th October, 1920. T., Switz. 7 .. .. .. ",11
186,UNITED STATES OF AMEPJCA,,"An Act to provide for the promotion of vocational rehabilitation of persons disabled in industry or otherwise and their return to employment. 2nd June, 1920. T., U.S.A. i .. ",11
187,URUGIJAY,,"Resolution concerning ocdupational accidents in ports. i4th May, 1920. T., Ur. 6 .. .. .. .. .. ",11
188,URUGIJAY,,"Decree issuing new regulations under the Act respecting hours of work. 21st May, 1920. T., Ur. 3—5 .. .. .. ",11
189,URUGIJAY,,"Decree respecting the supervision of hours of work on railways. i8th June, 1920. T., Ur. 3—5 (7) .. ",11
190,URUGIJAY,,"Decree to include messengers under the Eight-Hour Act. i8th October, 1920. T., Ur. 3—5 .. ",11
191,URUGIJAY,,". Act respecting occupational accidents. 15th November, 1920. T., Ur.r .. .. .. .. .. .. .. .. Act concerning weekly rest. 22nd November, 1920. T., Ur. 2 ",11
