,line_text,spans,x0,y0,x1,y1,page,label_kmeans_0,label_kmeans_1,label
196,"April, 1920. 1'., Ger. ii (i)","['April, 1920.', ""1'.,"", 'Ger. ii', '(i)']",84.0,413.14,189.44,423.24,3,0,2,other
198,Order respecting the administration of Sections s and io of the,"['Order', 'respecting the administration of Sections s', 'and', 'io of the']",67.0,420.47,328.66,431.47,3,0,0,start
199,"Act relating to the employment of disabled men, dated 6th April,","['Act relating to the employment of disabled men, dated 6th April,']",84.0,429.77,327.85,439.17,3,0,0,start
200,"1920. 21st April, 1920. S., Ger. g (-i)","['1920.', '21st April,', '1920.', 'S.,', 'Ger. g (-i)']",84.0,438.3,229.62,447.17,3,0,2,other
201,". . . . Order under the Works Councils Act of 4th February, 2920.","['.', '.', '.', '.', 'Order', 'under the Works Councils Act of 4th February, 2920.']",67.0,443.41,304.72,455.2,3,0,0,start
202,"April, 2920. S., Ger. II (4) . . . . . . . . . Order prohibiting the picking, cutting, and sorting of rags of all kinds","['April,', '2920.', 'S.,', 'Ger. II', '(4)', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'Order', 'prohibiting the picking, cutting, and sorting of rags of all kinds']",67.0,453.42,327.56,471.07,3,0,0,start
203,"as a home industry. 21st April, 1920. 'F., Ger. 12 .","['as a home industry.', '21st', 'April,', '1920.', ""'F.,"", 'Ger. 12', '.']",84.0,469.49,295.97,479.07,3,0,0,start
204,"Order under the Works Councils Act of 4th February, 2920. 27th","['Order', 'under the Works Councils Act of 4th February, 2920.', '27th']",67.0,477.27,328.15,487.07,3,0,0,start
205,"April, 1920. T., Gcr. ii","['April, 1920.', 'T.,', 'Gcr. ii']",84.0,484.94,175.8,495.04,3,0,1,country
206,". . . . . . Order under the Works Councils Act of 4th February, 1920. 3oth","['.', '.', '.', '.', '.', '.', 'Order', 'under the Works Councils Act of 4th February, 1920.', '3oth']",67.0,490.32,328.15,503.17,3,0,0,start
207,"April, 1920. 5., Ger. xx","['April, 1920.', '5.,', 'Ger. xx']",84.0,501.85,174.79,510.77,3,0,1,country
208,. . . . -. . . . . Order respecting the provisional Federal Economic Council. 4th,"['.', '.', '.', '.', '-.', '.', '.', '.', '.', 'Order', 'respecting the provisional Federal Economic Council.', '4th']",67.0,507.21,328.01,518.99,3,0,0,start
209,"May, 1920. S., Ger. 14 .. .. ..","['May, 1920.', 'S.,', 'Ger. 14', '..', '..', '..']",84.0,517.1,249.06,526.72,3,0,2,other
210,Order respecting the establishment of a Federal Employment Board.,"['Order', 'respecting the establishment of a Federal Employment Board.']",66.0,525.42,328.3,535.02,3,0,0,start
211,"5th May, 1920. T., Ger. 13 .. ..","['5th May, 1920.', 'T.,', 'Ger. 13', '..', '..']",84.0,533.2,249.28,542.8,3,0,2,other
212,"Act to amend the Works Councils Act of 4th February, 1920. 12th","['Act', 'to amend the Works Councils Act of 4th February, 1920.', '12th']",67.0,541.52,327.37,551.12,3,0,0,start
213,"May, 2920. S., Ger. is (js) .. .. .. ..","['May, 2920.', 'S.,', 'Ger. is', '(js)', '..', '..', '..', '..']",84.0,549.42,275.28,559.5,3,0,2,other
214,Order issued under the Act relating to the employment of disabled,"['Order', 'issued under the Act relating to the employment of disabled']",67.0,557.1,327.75,566.99,3,0,0,start
215,"men, dated 6th April, 1920. i7th May, 1920. S., Ger.","['men, dated 6th April, 1920.', 'i7th', 'May, 1920.', 'S.,', 'Ger.']",84.0,565.25,290.69,575.02,3,0,0,start
216,Notification respecting the present text of the Act relating to,"['Notification', 'respecting the present text of the Act relating to']",67.0,572.57,326.57,583.57,3,0,0,start
217,maternity benefit and other provision for maternity. 22nd,"['maternity benefit and other provision for maternity.', '22nd']",84.0,580.84,326.8,591.34,3,0,0,start
218,"May, 2920. T., Ger. i5 .. .. .. ..","['May, 2920.', 'T.,', 'Ger. i5', '..', '..', '..', '..']",84.0,590.12,274.5,600.97,3,0,2,other
219,9,['9'],194.0,23.12,197.85,30.82,4,1,2,end
220,"Gp,EECE—confjuued. . -","['Gp,EECE—confjuued.', '.', '-']",60.0,29.02,241.73,37.12,4,0,2,other
221,Act No. 2193 to amend and supplement certain Acts for the,"['Act', 'No. 2193 to amend and supplement certain Acts for the']",76.0,37.8,335.36,48.6,4,0,0,start
222,"protection of wurkers. 5th June, 1920. T., Gr. 5","['protection of wurkers.', '5th June, 1920.', 'T., Gr. 5']",93.0,46.7,282.43,56.15,4,0,2,other
223,Act No. 2273 respecting the prohibition of the use of white (yellow),['Act No. 2273 respecting the prohibition of the use of white (yellow)'],77.0,54.88,336.1,64.38,4,0,0,start
224,"phosphorus in the match industry. a4th June. 1920. T.,","['phosphorus in the match industry.', 'a4th June.', '1920.', 'T.,']",93.0,61.7,335.11,72.55,4,0,0,start
225,Gr.6 .. .. .. .. .. ..,"['Gr.6', '..', '..', '..', '..', '..', '..']",94.0,69.85,257.28,80.45,4,0,2,other
226,"Royal Decree extending Act No. 2112, respecting obligatory notice","['Royal', 'Decree extending Act No. 2112, respecting obligatory notice']",76.0,78.8,335.82,88.4,4,0,0,start
227,of the termination of the contract of employment of private em,['of the termination of the contract of employment of private em'],93.0,86.77,331.51,96.27,4,0,0,start
228,"ployees, to workers, craftsmen, and servants of all kinds. i6th","['ployees, to workers, craftsmen, and servants of all kinds.', 'i6th']",93.0,94.17,335.4,104.2,4,0,0,start
229,"July 1920. '1., Gr. 3—4 (3)","['July 1920.', ""'1., Gr. 3—4 (3)""]",94.0,103.07,193.49,113.05,4,0,2,other
231,HUNGARY.,['HUNGARY.'],59.0,118.0,98.06,125.4,4,0,1,country
232,Government Order No. 1910 of r92o respecting the contract,"['Government Order No.', '1910 of r92o respecting', 'the contract']",76.0,126.85,335.74,137.45,4,0,0,start
233,of service of commercial employees and officials of manufacturing,['of service of commercial employees and officials of manufacturing'],92.0,136.15,333.94,145.15,4,0,0,start
234,"and commercial nndertakings. ist March, 1920. T., Hung. 3..","['and commercial nndertakings.', 'ist March, 1920.', 'T., Hung. 3..']",93.0,143.65,333.81,153.45,4,0,0,start
235,Government Order No. 6407 of 1910 respecting the organisation of,['Government Order No. 6407 of 1910 respecting the organisation of'],76.0,151.5,335.15,161.1,4,0,0,start
236,"the Coal Industry. c8th job-, 1920. S., Hung. s","['the Coal Industry.', 'c8th job-, 1920.', 'S., Hung. s']",93.0,159.4,283.96,169.3,4,0,2,other
238,Government Order No. 6622 of 1920 supplementing and amending,"['Government', 'Order No. 6622 of 1920 supplementing and amending']",76.0,167.52,336.14,177.22,4,0,0,start
239,Orders No. of 1914 and 5481 of 1914 respecting the,"['Orders No.', 'of', '1914 and 5481 of', '1914 respecting the']",93.0,175.07,335.54,185.32,4,0,0,start
240,"limitation of the right of assembly. soth August, 1920.","['limitation', 'of', 'the', 'right', 'of', 'assembly.', 'soth August,', '1920.']",92.0,182.95,335.45,193.2,4,0,0,start
241,"T., Flung. 2 .. .. .. .. ..","['T., Flung. 2', '..', '..', '..', '..', '..']",93.0,190.85,257.28,201.45,4,0,2,other
242,ITALY.,['ITALY.'],58.0,206.62,82.15,214.52,4,0,1,country
243,Legislative Decree to reurganise the employment exchange service,['Legislative Decree to reurganise the employment exchange service'],75.0,216.22,334.94,225.92,4,0,0,start
244,of the Kingdom and to introduce compulsory insurance against,['of the Kingdom and to introduce compulsory insurance against'],92.0,224.5,334.1,234.1,4,0,0,start
245,"unemployment. 19th October, T., It. 2","['unemployment.', '19th October,', 'T.,', 'It. 2']",92.0,232.37,270.3,242.1,4,0,2,other
246,Act to co-ordinate the provisions respecting emigration and the,['Act to co-ordinate the provisions respecting emigration and the'],75.0,239.77,335.32,250.07,4,0,0,start
247,"legal protection of emigrants. 13th November, 1919. '1'., It.i .. .. .. .. .. ..","['legal', 'protection', 'of', 'emigrants.', '13th November,', '1919.', ""'1'.,"", 'It.i', '..', '..', '..', '..', '..', '..']",92.0,248.35,334.11,266.62,4,0,0,start
248,Departmental Order laying down rules for the payment of contribu-,"['Departmental', 'Order laying down rules for the payment of contribu-']",75.0,264.3,335.76,273.9,4,0,0,start
249,tions for compulsory insurance against unemployment. 29th,"['tions for compulsory insurance against unemployment.', '29th']",91.0,272.27,335.0,282.17,4,0,0,start
250,"December, 1919. 5., It. 2 (18)","['December, 1919.', '5., It. 2 (18)']",92.0,280.62,207.43,289.92,4,0,2,other
252,Legislative Decree respecting the reconstitution of the Administrative,"['Legislative', 'Decree respecting the reconstitution of the Administrative']",75.0,288.45,336.25,297.85,4,0,0,start
253,"Council of the State Railways. and February, 5920. 5., It.","['Council of the State Railways.', 'and February, 5920.', '5.,', 'It.']",92.0,295.97,334.44,306.17,4,0,0,start
254,4&5 .. .. .. .. .. ..,"['4&5', '..', '..', '..', '..', '..', '..']",92.0,303.62,256.06,314.52,4,0,2,other
255,Decree to make rules for the election of railwaymen's representatives,"['Decree', ""to make rules for the election of railwaymen's representatives""]",75.0,312.37,335.35,321.87,4,0,0,start
256,on the Administrative Council of the State Railways. and,"['on the Administrative Council of the State Railways.', 'and']",92.0,319.9,335.0,330.3,4,0,0,start
257,"February, 1920. 5., It. & 5 (a) . . . . . . . Royal Decree authorising the National Maternity Fund to increase","['February, 1920.', '5., It.', '& 5 (a)', '.', '.', '.', '.', '.', '.', '.', 'Royal', 'Decree authorising the National Maternity Fund to increase']",74.0,328.27,334.25,345.95,4,0,0,start
258,"maternity benefit. s8th April, 1920. T., it. 3","['maternity benefit.', 's8th April, 1920.', 'T., it. 3']",91.0,344.2,269.17,354.2,4,0,2,other
259,. . . Royal Decree creating the Miristry of Labour and Social Welfare,"['.', '.', '.', 'Royal', 'Decree creating the Miristry of Labour and Social Welfare']",75.0,349.79,334.02,362.07,4,0,0,start
260,"and fixing its powers and duties. 3rd June, 1920. T., It. 6 & 7","['and fixing its powers and duties.', '3rd June, 1920.', 'T., It. 6 & 7']",91.0,360.45,333.65,369.97,4,0,0,start
261,"Act to amend the Act of 3rd June, 1920, No. 700, respecting","['Act to amend the Act of', '3rd June,', '1920, No. 700, respecting']",74.0,367.35,334.25,378.35,4,0,0,start
262,the creation of the Ministry of Labour and Social Welfare. 7th,"['the creation of the Ministry of Labour and Social Welfare.', '7th']",91.0,376.47,333.76,385.97,4,0,0,start
263,"June, 5920. 'F., It. 6 & 7","['June, 5920.', ""'F., It. 6 & 7""]",91.0,384.57,188.34,394.02,4,0,2,other
264,. . . . . . . Act to prohibit the use of white phosphorus in the,"['.', '.', '.', '.', '.', '.', '.', 'Act', 'to prohibit the use of white phosphorus in the']",74.0,391.0,302.97,402.17,4,0,0,start
265,"m.atches. 23rd December, 5920. T., It. 8 . .","['m.atches.', '23rd December, 5920.', 'T., It. 8', '.', '.']",91.0,400.45,281.97,410.25,4,0,2,other
266,LITHUANIA.,['LITHUANIA.'],57.0,417.19,99.91,424.99,4,0,1,country
267,Act respecting the establishment of a Labour Inspection Depart-,['Act respecting the establishment of a Labour Inspection Depart-'],73.0,427.05,334.74,437.25,4,0,0,start
268,"ment. tOth July, 1919. 'F., Litis. S . . . , . Act respecting daily hours of work. 30th November, 5919. T.,","['ment.', 'tOth July, 1919.', ""'F.,"", 'Litis.', 'S', '.', '.', '.', ',', '.', 'Act', 'respecting daily hours of work.', '30th November, 5919.', 'T.,']",73.0,435.57,333.33,453.2,4,0,0,start
269,Lith. 2 .. .. .. .. .. ..,"['Lith. 2', '..', '..', '..', '..', '..', '..']",90.0,450.75,255.28,461.35,4,0,2,other
270,LUNEMuURG.,['LUNEMuURG.'],56.0,468.68,103.86,475.98,4,0,1,country
271,Act respecting the legal regulation of the contract of service of private,['Act respecting the legal regulation of the contract of service of private'],73.0,478.62,334.11,487.92,4,0,0,start
272,"employees. 31st October, 1919. T., Lux. 2—4","['employees.', '31st October, 1919.', 'T., Lux. 2—4']",90.0,486.67,266.96,495.8,4,0,2,other
273,Ministerial Order respecting the voting procedure for the election of,['Ministerial Order respecting the voting procedure for the election of'],73.0,494.5,334.54,504.1,4,0,0,start
274,"committees of salaried employees on railways, in deviation from","['committees of salaried employees on railways, in deviation from']",91.0,502.55,334.58,511.95,4,0,0,start
275,"Section 9 of the Ministerial Order uf 5th December, 1919. 15th","['Section 9 of the Ministerial Order uf 5th December, 1919.', '15th']",91.0,510.52,333.65,519.9,4,0,0,start
276,"January, 5920. 5., Lux. 2—4 (8) .. ..","['January, 5920.', '5., Lux. 2—4 (8)', '..', '..']",91.0,517.75,255.28,528.35,4,0,2,other
277,Grand-discal Decree respecting the constitution of works councils in,"['Grand-discal', 'Decree respecting the constitution of works councils in']",74.0,526.38,333.23,535.88,4,0,0,start
278,"industrial establishments. 8th October, i9au. 'F., Lux. i","['industrial establishments.', '8th October, i9au.', ""'F., Lux. i""]",90.0,534.27,310.04,543.88,4,0,0,start
279,Ministerial Order respecting election rules for the election of the,['Ministerial Order respecting election rules for the election of the'],73.0,541.82,333.58,551.92,4,0,0,start
280,"committee of salaried employees. 29th December, 1920. S.,","['committee of salaried employees.', '29th December, 1920.', 'S.,']",90.0,550.22,333.45,560.3,4,0,0,start
281,Lux. 2—4 (8) .. .. .. .. .. ..,"['Lux. 2—4 (8)', '..', '..', '..', '..', '..', '..']",90.0,557.35,281.28,567.95,4,0,2,other
282,NETHERLANDS.,['NETHERLANDS.'],55.0,573.58,111.38,580.88,4,0,1,country
283,Decree issuing general administrative regulations for the eonstituti on,['Decree issuing general administrative regulations for the eonstituti on'],72.0,583.65,334.12,593.05,4,0,0,start
284,"of a Superior Labour Council. 4th October, 1919. T., Neth. i","['of a Superior Labour Council. 4th October, 1919.', 'T.,', 'Neth. i']",89.0,591.75,320.95,601.67,4,0,0,start
285,II,['II'],190.0,18.69,196.73,28.79,5,1,2,end
286,NoRwAY—co nlinued.,['NoRwAY—co nlinued.'],54.0,27.69,130.94,35.79,5,0,1,country
288,"Rules for cleanliness in electro-chemical works. 3rd Sdpteniber, 1920.","['Rules', 'for cleanliness in electro-chemical works. 3rd Sdpteniber, 1920.']",72.0,37.99,333.14,47.29,5,0,0,start
289,"S., Nor. 4—22 ..","['S., Nor. 4—22', '..']",89.0,46.51,177.28,56.74,5,0,1,country
292,. . Royal Decree issuing more stringent regulations and rules for cleanli-,"['.', '.', 'Royal', 'Decree issuing more stringent regulations and rules for cleanli-']",72.0,51.86,331.52,63.38,5,0,0,start
293,ness in metal grinding works and special departments for metal,['ness in metal grinding works and special departments for metal'],89.0,61.76,331.9,71.36,5,0,0,start
294,grinding in other undertakings where the work is carried out by,['grinding in other undertakings where the work is carried out by'],89.0,69.86,332.16,79.46,5,0,0,start
295,"permanent grinders. 29th October, 1920. T., Nor. 4—22","['permanent grinders.', '29th October, 1920.', 'T., Nor. 4—22']",89.0,77.71,305.69,87.56,5,0,0,start
296,"Act relating to the accident insurance of fishermen. ioth December,","['Act relating to the accident insurance of fishermen. ioth December,']",72.0,85.76,330.34,95.36,5,0,0,start
297,"1920. T., Nor. 2 .. .. .. .. ..","['1920.', 'T., Nor. 2', '..', '..', '..', '..', '..']",89.0,92.91,330.28,103.51,5,0,0,start
298,- Act to amend and supplement the Act respecting sickness insurance,"['-', 'Act', 'to amend and supplement the Act respecting sickness insurance']",72.0,99.78,334.47,111.46,5,0,0,start
299,"of 6th August, 1915, together with the Supplementary Acts of","['of 6th August, 1915, together with the Supplementary Acts of']",89.0,109.61,331.53,119.41,5,0,0,start
300,"15th June, 1917, and 23rd July; 1918. ioth December, 1920.","['15th June, 1917, and 23rd July; 1918.', 'ioth December, 1920.']",89.0,117.51,332.18,127.46,5,0,0,start
301,"T.,Nor.3 .. .. .. ..","['T.,Nor.3', '..', '..', '..', '..']",89.0,124.74,253.28,135.44,5,0,2,other
302,POLAND.,['POLAND.'],54.0,141.12,85.61,148.32,5,0,1,country
303,Act relating to hours of work in industry and commerce. iSth,"['Act relating to hours of work in industry and commerce.', 'iSth']",71.0,150.24,330.64,160.54,5,0,0,start
304,"December, 1919. T., Pol. i.. ..","['December, 1919.', 'T., Pol. i..', '..']",89.0,157.99,252.3,168.81,5,0,2,other
305,"Act respecting compulsory sickness insurance. 19th May, 1920.","['Act', 'respecting compulsory sickness insurance.', '19th May, 1920.']",71.0,166.69,331.79,176.51,5,0,0,start
306,"T.,Pol.3 .. .. .. ..","['T.,Pol.3', '..', '..', '..', '..']",88.0,173.79,253.28,184.69,5,0,2,other
307,Order of the Ministry of Public Health respecting the notification of,"['Order', 'of the Ministry of Public Health respecting the notification of']",72.0,182.66,331.98,192.26,5,0,0,start
308,"cases of lead, zinc, phosphorus, arsenic and mercurial poisoning","['cases of lead, zinc, phosphorus, arsenic and mercurial poisoning']",88.0,190.74,332.05,200.24,5,0,0,start
309,"in industrial establishments, factories and 23rd","['in industrial establishments, factories and', '23rd']",88.0,198.31,332.13,208.51,5,0,0,start
310,"October, 1920. T., Pol. 2 •. ..","['October, 1920.', 'T., Pol. 2', '•.', '..']",88.0,206.54,253.28,216.21,5,0,2,other
311,ROUIIANIA.,['ROUIIANIA.'],54.0,221.93,95.5,229.63,5,0,1,country
312,Act respecting the establishment of the Ministry of Labour and Social,['Act respecting the establishment of the Ministry of Labour and Social'],71.0,231.89,330.85,241.19,5,0,0,start
313,"\Velfare. 29th March, 1920. T., Rou. 1—3..","['\\Velfare. 29th March, 1920. T., Rou. 1—3..']",88.0,239.71,251.95,249.11,5,0,2,other
314,. . . Act respecting the of the Ministry of Labour and Social,"['.', '.', '.', 'Act', 'respecting the', 'of the Ministry of Labour and Social']",71.0,244.21,331.32,257.34,5,0,0,start
315,"Welfare. 26th April, 1920. S., Rou. 1—3..","['Welfare.', '26th April, 1920.', 'S., Rou. 1—3..']",88.0,256.04,253.56,265.26,5,0,2,other
316,Act to amend certain provisions of the Act respecting the organisation,['Act to amend certain provisions of the Act respecting the organisation'],71.0,263.79,331.87,273.09,5,0,0,start
317,"of the Ministry of Labour and Social Welfare. 12th june, 1920.","['of the Ministry of Labour and Social Welfare. 12th june, 1920.']",88.0,271.76,329.3,281.36,5,0,0,start
318,Rou. 1—3 .. .. .. .. ..,"['Rou. 1—3', '..', '..', '..', '..', '..']",104.0,278.91,253.28,289.51,5,0,2,other
319,Act concerning the regulation of collective labour disputes. 1th,"['Act', 'concerning the regulation of collective labour disputes.', '1th']",71.0,287.34,331.76,297.24,5,0,0,start
320,"September, 1920. T., Rou. ..","['September, 1920.', 'T., Rou.', '..']",88.0,295.83,227.06,306.75,5,0,2,other
321,RUSSIA.,['RUSSIA.'],53.0,313.44,82.21,320.74,5,0,1,country
322,"General Wages Order. i7th June, 1920. T., Russ. i","['General Wages Order.', 'i7th June, 1920.', 'T., Russ. i']",71.0,322.93,270.8,332.43,5,0,2,other
324,SERBO-CROAT-SLOVENE KINODOM.,"['SERBO-CROAT-SLOVENE', 'KINODOM.']",54.0,338.49,181.1,345.79,5,0,1,country
325,"Order respecting hours of work in industrial undertakings, handi-","['Order respecting hours of work in industrial undertakings, handi-']",71.0,347.56,331.79,357.56,5,0,0,start
326,"crafts, milling, commerce and transport. 12th September, 1919.","['crafts, milling, commerce and transport.', '12th September, 1919.']",87.0,355.84,330.4,365.34,5,0,0,start
327,T.Scs.s .. .. .. .. ..,"['T.Scs.s', '..', '..', '..', '..', '..']",87.0,362.16,251.5,373.76,5,0,2,other
328,S PAIN.,"['S', 'PAIN.']",54.0,379.66,77.6,386.86,5,0,1,country
329,Royal Order to determine that for the purposes of the Royal Decree by,['Royal Order to determine that for the purposes of the Royal Decree by'],71.0,389.16,330.59,398.36,5,0,0,start
330,"which the normal maximum working.day is fixed at eight hours,","['which the normal maximum working.day is fixed at eight hours,']",88.0,396.91,330.03,406.31,5,0,0,start
331,"underground work in coal mines shall on and after 1st January,","['underground work in coal mines shall on and after 1st January,']",88.0,404.96,329.82,414.56,5,0,0,start
332,"1920, be limited to seven hours a day, reckoned in accordance","['1920, be limited to seven hours a day, reckoned in accordance']",88.0,412.71,331.85,422.51,5,0,0,start
333,"with the Act of 27th December, 1910, except as otherwise provided","['with the Act of 27th December, 1910, except as otherwise provided']",88.0,421.21,331.45,430.21,5,0,0,start
334,in existing or future agreements employers and-,"['in existing or future agreements', 'employers and-']",87.0,429.04,300.12,438.54,5,0,0,start
335,"in respect of any individual coal basin or mine. moth October,","['in respect of any individual coal basin or mine.', 'moth October,']",87.0,436.79,328.84,446.48,5,0,0,start
336,"1919. 5., Sp. m .. .. .. ..","['1919.', '5., Sp. m', '..', '..', '..', '..']",88.0,444.39,252.28,454.49,5,0,2,other
337,Regulations for work on board cargo and passenger ships. 10th,"['Regulations', 'for work on board cargo and passenger ships.', '10th']",70.0,452.56,327.29,462.56,5,0,0,start
338,"October, 1919. T., Sp. 2 .. .. ..","['October, 1919.', 'T., Sp. 2', '..', '..', '..']",87.0,460.29,252.28,470.39,5,0,2,other
339,Royal Order issuing general rules for the adoption of the maximum,"['Royal', 'Order issuing general rules for the adoption of the maximum']",71.0,468.76,329.3,478.36,5,0,0,start
340,"working of eight hours. i5th january, 1920. T., Sp. 4—5..","['working', 'of eight hours. i5th january, 1920. T., Sp. 4—5..']",87.0,476.51,327.91,486.31,5,0,0,start
341,Royal Order determining exemptions from the 8-hour maximum,['Royal Order determining exemptions from the 8-hour maximum'],70.0,484.29,330.61,494.39,5,0,0,start
342,"working day. m5th January, 1920. T., Sp. 45","['working day.', 'm5th January, 1920.', 'T., Sp. 45']",86.0,492.39,267.13,502.89,5,0,2,other
343,Royal Decree to authorise the permanent committee of the Superior,"['Royal', 'Decree to authorise the permanent committee of the Superior']",70.0,500.66,330.61,510.26,5,0,0,start
344,Emigration Council to apply a part of its funds to the payment,['Emigration Council to apply a part of its funds to the payment'],87.0,508.58,328.14,518.28,5,0,0,start
345,of premiums for the insurance of Spanish emigrants and immi,['of premiums for the insurance of Spanish emigrants and immi'],87.0,516.56,325.11,526.16,5,0,0,start
346,grants against death or total permanent invalidity consequent,['grants against death or total permanent invalidity consequent'],87.0,524.26,330.58,534.26,5,0,0,start
347,"upon shipwreck. 5th August, 1Q20. T., Sp. 6—7.. . Royal Order creating under the direction and inspection of the","['upon shipwreck. 5th August, 1Q20.', 'T., Sp. 6—7..', '.', 'Royal', 'Order creating under the direction and inspection of the']",70.0,532.81,329.06,550.36,5,0,0,start
348,Ministry of Labour a general service of employment exchanges,['Ministry of Labour a general service of employment exchanges'],87.0,548.73,328.14,558.23,5,0,0,start
349,"and statistics of the labour demand and supply. 29th September,","['and statistics of the labour demand and supply. 29th September,']",87.0,556.84,330.02,566.34,5,0,0,start
350,"1920. T., Sp. 3 .. .. .. .. ..","['1920.', 'T., Sp. 3', '..', '..', '..', '..', '..']",87.0,564.86,277.28,575.69,5,0,2,other
351,Royal Order concerning the establishment of emigrants' insurance,"['Royal', ""Order concerning the establishment of emigrants' insurance""]",70.0,572.51,330.1,582.31,5,0,0,start
352,in accordance with the rules hereinafter contained. i ith December,['in accordance with the rules hereinafter contained. i ith December'],87.0,581.06,329.71,590.26,5,0,0,start
353,"1920. T., Sp. 6—7 (I) .. .. .. ..","['1920.', 'T., Sp. 6—7 (I)', '..', '..', '..', '..']",87.0,589.21,277.78,600.21,5,0,2,other
