,line_text,spans,x0,y0,x1,y1,page,label_kmeans_0,label_kmeans_1,label
176,"Act 463, 'to amend Act No: 138 of 16th 1930, respecting","['Act', ""463, 'to amend Act No: 138 of 16th"", '1930, respecting']",118.0,163.71,377.17,173.62,4,0,0,middle
177,the limitation of hours of (S.F. p. 899),"['the limitation of hours of', '(S.F. p. 899)']",118.0,171.32,306.77,181.95,4,0,0,middle
178,"June 30 Act No. 464, to continue [until 30th June, 1945.1 Act No. 484 of","['June 30', 'Act No. 464, to continue [until 30th June, 1945.1 Act No. 484 of']",71.0,185.52,377.15,195.52,4,1,0,start
179,"14th June, 1940, respecting exceptions to the hours of work provi","['14th June, 1940, respecting exceptions to the hours of work provi']",119.0,193.85,373.32,203.54,4,0,0,middle
180,sions in (S.F. pp. 899-900),"['sions in', '(S.F. pp. 899-900)']",118.0,201.67,254.46,211.44,4,0,1,end
182,"July 15 ,","['July', '15', ',']",71.0,216.4,115.95,225.0,4,1,2,country
183,"Act No. 541, to amend section 18 of Act No. 934 of 30th December,","['Act', 'No. 541, to amend section 18 of Act No. 934 of 30th December,']",119.0,215.97,377.75,225.37,4,0,0,middle
184,1939 respecting compulsory service70 (S F p 1191),"['1939 respecting compulsory service70', '(S F p 1191)']",119.0,223.37,324.3,233.97,4,0,0,middle
185,"July 15 Order No. 548, to amend section'31'of Order No. 282 of 26th June,","['July 15', ""Order No. 548, to amend section'31'of Order No. 282 of 26th June,""]",71.0,237.62,376.01,247.42,4,1,0,start
186,"1931, respecting recognised sick I","['1931, respecting recognised sick I']",119.0,245.7,248.54,255.2,4,0,1,end
188,(S.F. p. 1413),"['(S.F.', 'p. 1413)']",282.0,246.79,336.33,255.89,4,0,0,middle
189,V,['V'],342.0,251.8,342.51,252.5,4,0,0,middle
190,"Sept. 14 No. 660, to amend 4 Notification No. 282","['Sept.', '14', 'No. 660, to amend', '4', 'Notification No. 282']",72.0,259.45,377.73,269.32,4,1,0,start
191,"of 26th June, 1931, respecting the State subsidy to sick","['of 26th June, 1931, respecting the State subsidy to sick']",119.0,266.89,345.3,277.2,4,0,0,middle
192,(SF p 1413),"['(SF p', '1413)']",120.0,273.9,173.66,286.6,4,0,2,other
193,SWITZERLAND,['SWITZERLAND'],63.0,291.25,146.19,302.95,4,1,2,country
194,V,['V'],210.0,297.8,210.51,298.49,4,0,1,end
195,CONFEDERATION,['CONFEDERATION'],179.0,309.93,262.2,319.53,4,0,1,end
196,"Jan. 4 Resolution of the Federal Council .t,o amend [sections 145 and 146","['Jan. 4', 'Resolution', 'of the Federal Council .t,o amend [sections 145 and 146']",72.0,328.39,378.17,338.7,4,1,0,start
197,"V V of] the Order of 3rd October, under, the Factory","['V', 'V', 'of]', 'the Order of 3rd October,', 'under, the Factory']",66.0,335.97,355.04,346.57,4,1,0,start
198,[distribution of hours of work; mess rooms; prohibition of employ,['[distribution of hours of work; mess rooms; prohibition of employ'],120.0,344.72,374.13,354.32,4,0,0,middle
199,ment of children under sixteen; employnwnt of pregnant women,['ment of children under sixteen; employnwnt of pregnant women'],119.0,352.32,376.74,362.32,4,0,0,middle
200,"and nursing mothers] (R.L.F. p. 5; E.G. 'pp. 5-6),","[""and nursing mothers] (R.L.F. p. 5; E.G. 'pp. 5-6),""]",119.0,360.8,313.27,370.7,4,0,0,middle
201,Jan. 28 Resolutions of the Federal Council to amend the systems of allow-,"['Jan. 28', 'Resolutions of the Federal Council to amend the systems of allow-']",72.0,374.42,378.65,384.42,4,1,0,start
202,V ances (1) for loss of wages74 and (2) for loss of earnings77. (R.L.F.,"['V', 'ances', '(1) for loss of wages74 and (2) for loss of earnings77.', '(R.L.F.']",103.0,382.92,377.54,392.3,4,0,0,middle
203,pp. E.G. pp. 121-125),"['pp.', 'E.G. pp. 121-125)']",119.0,390.97,235.24,400.24,4,0,1,end
204,Apr. 5 Resolution of the Federal Council to modify the scope' of the system,"['Apr. 5', ""Resolution of the Federal Council to modify the scope' of the system""]",72.0,404.87,378.35,414.67,4,1,0,start
205,of allowances for loss of earnings'7. (R.L.F. pp. 214-216; E.G. pp.,"[""of allowances for loss of earnings'7."", '(R.L.F. pp. 214-216; E.G. pp.']",119.0,412.8,377.49,422.67,4,0,0,middle
206,214-215),['214-215)'],119.0,422.05,150.16,430.55,4,0,2,other
207,26 Resolutions of the Federal Council to amend the system of allow,"['26', 'Resolutions of the Federal Council to amend the system of allow']",94.0,434.77,374.24,444.67,4,1,0,start
208,ances (1) for loss of wages'4 and (2) for loss of earnings'7. (R.L.F.,"[""ances (1) for loss of wages'4 and (2) for loss of earnings'7."", '(R.L.F.']",119.0,442.82,377.54,452.42,4,0,0,middle
209,pp. '345-347; E.G. pp. 347-349),"[""pp. '345-347; E.G. pp. 347-349)""]",120.0,451.6,236.39,460.7,4,0,1,end
210,S.F. = Svensk fJrfattnings.camling.,['S.F. = Svensk fJrfattnings.camling.'],75.0,469.72,210.28,479.32,4,1,1,other
211,R.L.F. Recueil des lois fédérales.,"['R.L.F.', 'Recueil des lois fédérales.']",73.0,479.97,209.15,489.55,4,1,1,other
212,"1935 (Swe. 4); 1936 (Swe 7, A); see also: 1939 (Swe. 8, B). — L.S. 1940","['1935 (Swe. 4); 1936 (Swe', '7, A); see also: 1939 (Swe. 8, B). —', 'L.S.', '1940']",65.0,501.24,378.2,512.02,4,1,0,start
213,"(Swe. 2, C). — Consolidated text: L.S. 1931 (Swe. 5); see also: L.S. 1936","['(Swe. 2, C). —', 'Consolidated text: L.S. 1931 (Swe. 5); see also: L.S. 1936']",65.0,509.57,376.86,520.92,4,1,0,start
214,(Swe. 2); 1937 (Swe. 3); 1938 (Swe. 4). — L.S. 1934 (Swe. 2). —,"['(Swe. 2);', '1937', '(Swe. 3);', '1938', '(Swe.', '4). —', 'L.S.', '1934', '(Swe.', '2). —']",66.0,517.47,378.26,529.12,4,1,0,start
215,"L.S. 1930 (Swe. 1); amendments: L.S. 1938 (Swe. 5); 1940 (Swe. 1, D);","['L.S.', '1930 (Swe. 1); amendments: L.S. 1938 (Swe. 5); 1940 (Swe.', '1, D);']",71.0,525.89,378.96,536.67,4,1,0,start
216,"1942 (Swe. 2, B). — 1940 (Swe. 1, A).","['1942 (Swe. 2, B). —', '1940 (Swe. 1, A).']",65.0,534.64,247.97,545.2,4,1,1,other
217,° L.S. 1939 (Swe. 8). — 1931 (Swe. 6). — L.S. 1919 (Switz. 4);,"['°', 'L.S.', '1939 (Swe. 8). —', '1931 (Swe. 6). —', 'L.S.', '1919 (Switz. 4);']",75.0,542.34,377.72,553.25,4,1,0,start
218,"Bulletin of the International Labour Office (Basle), Vol. XIV, 1919, pp. 215-260.","['Bulletin of the International Labour Office (Basle), Vol. XIV, 1919, pp. 215-260.']",65.0,551.02,377.75,560.62,4,1,0,start
219,"— Bulletin of the International Labour Office (Basle), Vol. IX, 1914, pp.","['—', 'Bulletin of the International Labour Office (Basle), Vol. IX, 1914, pp.']",64.0,557.52,379.24,569.04,4,1,0,start
220,"269-283, and Vol. XIV, 1919, pp. 205-209. — L.S. 1939 (Switz. 3); 1940 (Switz.","['269-283, and Vol. XIV, 1919, pp. 205-209. —', 'L.S.', '1939 (Switz. 3); 1940 (Switz.']",64.0,567.49,378.41,577.12,4,1,0,start
221,"4); see also Orders of 19th September, 1941,, 24th February, 1942, and 26th","['4); see also Orders of 19th September,', '1941,, 24th February,', '1942, and 26th']",64.0,575.27,378.73,585.87,4,1,0,start
222,"1943. — L.S. 1940 (Switz. 4, C); see also Orders of 19th September,","['1943. — L.S. 1940 (Switz. 4, C); see also Orders of 19th September,']",102.0,583.54,380.29,593.65,4,0,0,middle
223,I — 12,"['I', '—', '12']",110.0,52.96,221.67,62.53,5,0,1,end
224,UNITED KINGDOM OF GREAT BRiTAIN AND,['UNITED KINGDOM OF GREAT BRiTAIN AND'],59.0,69.13,310.08,81.33,5,1,0,start
225,NORTHERN IRELAND:,['NORTHERN IRELAND:'],59.0,81.18,183.32,93.18,5,1,2,country
226,Cyprus,['Cyprus'],59.0,101.55,92.23,113.05,5,1,2,country
227,"Dec. 27 A Law' to amend [sections 3, 8 and 12 of] the Employment of","['Dec. 27', ""A Law' to amend [sections 3, 8 and 12 of] the Employment of""]",67.0,117.91,374.98,128.41,5,1,0,start
228,"Children and Young Persons Lairs, 1932's and 1942 [No. 16","[""Children and Young Persons Lairs, 1932's and 1942 [No. 16""]",115.0,126.03,361.33,136.23,5,0,0,middle
229,of 1942; employment of apprentices; hours of,"['of', '1942; employment of apprentices; hours of']",185.0,134.31,373.2,144.4,5,0,0,middle
230,work; No. 47 of 1944. Employment of Children,"['work;', 'No. 47 of 1944.', 'Employment of Children']",114.0,141.93,357.0,152.18,5,0,0,middle
231,Young Persons (Amendment) Law. 1944.,['Young Persons (Amendment) Law. 1944.'],115.0,150.63,272.17,160.03,5,0,1,end
232,Gambia..,['Gambia..'],59.0,158.08,102.99,170.08,5,1,2,country
233,"• 'Feb. 7 An Ordinance to amend the Trade Union Ordinance, 1932 [No. 29","[""• 'Feb. 7"", 'An Ordinance to amend the Trade Union Ordinance, 1932 [No. 29']",61.0,174.48,375.73,184.43,5,1,0,start
234,"of 1932184. No. 1 of 1944. Trade Union (Amendment) Ordinance,","['of 1932184.', 'No. 1 of 1944.', 'Trade Union (Amendment) Ordinance,']",115.0,182.73,374.27,192.26,5,0,0,middle
235,1944.,['1944.'],115.0,191.78,133.0,199.78,5,0,2,other
236,18 An Ordinance to consolidate ámdnd the relating to the,"['18', 'An Ordinance to consolidate', 'ámdnd the', 'relating to the']",91.0,202.35,374.21,212.85,5,1,0,start
237,employment of persons in certain industries and occupations and,['employment of persons in certain industries and occupations and'],115.0,210.48,374.41,220.48,5,0,0,middle
238,"other matters incidental thereto [repeals the Labour Ordinance, 1933","['other matters incidental thereto [repeals the Labour Ordinance, 1933']",115.0,218.76,375.39,228.26,5,0,0,middle
239,"(cap. No. .21 of 1944. Ltthour Ordinance, 1944.","['(cap.', 'No. .21 of 1944.', 'Ltthour Ordinance, 1944.']",116.0,227.26,325.5,236.36,5,0,0,middle
240,Kenya :;,['Kenya :;'],59.0,235.13,102.04,247.73,5,1,2,country
241,"May 4 An Ordinance to amend the Employment of Servants Ordinance,","['May', '4', 'An Ordinance to amend the Employment of Servants Ordinance,']",68.0,250.58,374.12,260.58,5,1,0,start
242,"1937 [No. 2 of [form, of contract for foreign service);","['1937 [No. 2 of', '[form, of contract for foreign service);']",115.0,258.03,373.88,268.76,5,0,0,middle
243,"No. V of 1944. Employment of Servants (Amendment) Ordinance,","['No. V of 1944.', 'Employment of Servants (Amendment) Ordinance,']",115.0,266.96,375.46,276.76,5,0,0,middle
244,1944.,['1944.'],115.0,276.36,132.77,284.26,5,0,2,other
245,Leeward Is1ands,['Leeward Is1ands'],59.0,289.05,137.24,300.55,5,1,2,country
246,"Jan. 12 An Act to amend the Labour(Minimdm Wage) Act, 1937 [No. 21","['Jan. 12', 'An Act to amend the Labour(Minimdm Wage) Act, 1937 [No. 21']",68.0,305.06,374.56,314.96,5,1,0,start
247,of 1937187. No. 5 of 1944. Labour (Minimum Wage) (Amendment),"['of 1937187.', 'No. 5 of 1944.', 'Labour (Minimum Wage) (Amendment)']",114.0,313.53,373.72,322.93,5,0,0,middle
248,"Act, 1944.","['Act, 1944.']",115.0,322.13,152.75,331.13,5,0,2,other
249,Mauritius,['Mauritius'],60.0,329.33,105.89,341.13,5,1,2,country
251,Dec. 22 An Ordinance to amend [article 10 (1) (a) of I the Minimum,"['Dec.', '22', 'An Ordinance to amend [article', '10 (1)', '(a) of I', 'the Minimum']",68.0,344.98,375.09,355.48,5,1,0,start
252,"Wages Qrdinances, 1934 [No. 41 of No. 42 of 1944.","['Wages Qrdinances, 1934 [No. 41', 'of', 'No. 42 of', '1944.']",115.0,353.11,375.1,364.01,5,0,0,middle
253,"Minimum - Wages Ordinance, 1944. :","['Minimum -', 'Wages', 'Ordinance, 1944.', ':']",115.0,362.21,327.64,375.36,5,0,0,middle
254,UNITED STATES OF AMERICA,"['UNITED', 'STATES OF AMERICA']",60.0,374.77,227.66,386.73,5,1,1,other
256,"'An Act to amencL the Social Security Act, as","[""'An Act to amencL the Social Security Act, as""]",113.0,391.48,289.9,401.08,5,0,1,end
257,"a nationaL program for war mobilization and reconversion, and for","['a', 'nationaL program for war mobilization and reconversion, and for']",115.0,399.68,373.88,409.28,5,0,0,middle
258,other purposes. Public Law 458 78th Congress: Chapter 480 —,"['other purposes.', 'Public Law 458', '78th Congress:', 'Chapter 480 —']",115.0,407.8,374.73,417.28,5,0,0,middle
259,2nd War MobilijatiOn and Reconversion Act of 1944.,"['2nd', 'War MobilijatiOn and Reconversion Act of 1944.']",115.0,415.68,362.17,425.28,5,0,0,middle
260,"Dec. 8 An Act to amend the Selective Training and Service Act of 1940w,","['Dec. 8', 'An Act to amend the Selective Training and Service Act of 1940w,']",68.0,427.61,375.77,437.78,5,1,0,start
261,"as amended, to extend the time within which application may be","['as amended, to extend the time within which application may be']",115.0,435.3,375.04,445.4,5,0,0,middle
262,"made for reemployment, and for other purposes. Public Law 473","['made for reemployment, and for other purposes.', 'Public Law 473']",115.0,443.63,374.8,453.43,5,0,0,middle
263,— 78th Congress. Chapter 548 — 2nd Session.,"['—', '78th', 'Congress.', 'Chapter 548 —', '2nd', 'Session.']",115.0,452.2,300.1,461.51,5,0,1,end
264,URUGUAY,['URUGUAY'],60.0,460.45,115.49,471.55,5,1,2,country
265,May 19 Decree respecting the method of giving notice of annual holidays,"['May 19', 'Decree respecting the method of giving notice of annual holidays']",69.0,475.96,373.73,486.23,5,1,0,start
266,to be observed by foreign packing houses in Uruguay [addition,['to be observed by foreign packing houses in Uruguay [addition'],115.0,483.86,375.03,494.16,5,0,0,middle
267,"tosection 2 of Decree of 2nd April, 1943""]. (D.O. 29th May,","['tosection 2 of Decree of 2nd April, 1943""].', '(D.O. 29th May,']",115.0,491.63,374.72,502.23,5,0,0,middle
268,"1944, Vol. 155, p. 267)","['1944, Vol. 155, p. 267)']",116.0,501.18,201.86,510.38,5,0,1,end
269,"June 20 Act to amend section 11 of Ad No. 9,999 of 3rd January, 1941","['June 20', 'Act to amend section 11 of Ad No. 9,999 of 3rd January, 1941']",68.0,511.95,373.75,522.78,5,1,0,start
270,"[old age pensions]"" with respect to the crediting of periods of","['[old age pensions]"" with respect to the crediting of periods of']",117.0,519.91,374.41,530.41,5,0,0,middle
271,"work of employers. (D.O.. 28th June, 1944, Vol. 155, p. 435)","['work of employers.', '(D.O.. 28th June, 1944, Vol. 155,', 'p. 435)']",115.0,528.4,365.63,538.93,5,0,0,middle
272,D.O. = Diario Oficial Part A.,"['D.O. =', 'Diario', 'Oficial Part A.']",68.0,542.03,190.6,553.03,5,1,1,other
273,"1932 (Gam. 1). — 1933 (Gam. 1). — ""L.S. 1938 (Ken. 1). —","['1932 (Gam. 1). —', '1933 (Gam. 1). —', '""L.S.', '1938 (Ken. 1). —']",96.0,558.28,375.11,568.6,5,0,0,middle
274,"""-L.S. 1937 (Lee. 1). — L.S. 1934 (Maur. 2).","['""-L.S.', '1937 (Lee. 1). —', 'L.S.', '1934 (Maur. 2).']",60.0,566.96,245.15,576.93,5,1,1,other
275,"""L.S. 1939 (U.S.A. 1). — '°L.S. 194Q (U.S.A. 1). — '1L.S. 1943 (Ur. 2,","['""L.S. 1939 (U.S.A.', '1). —', ""'°L.S."", '194Q (U.S.A. 1). —', ""'1L.S."", '1943 (Ur. 2,']",68.0,574.98,374.88,585.58,5,1,0,start
276,"B). —""L.S. 1941 (Ur. 2, A).","['B). —""L.S. 1941 (Ur. 2, A).']",60.0,583.08,177.19,593.48,5,1,2,country
277,ii,['ii'],114.0,47.67,120.5,59.37,6,0,2,other
278,14• —,['14• —'],218.0,52.24,237.76,59.84,6,0,1,end
279,"28 No. lO,8W/44, to amend sections .1 and 5 of Decree No.","['28', 'No. lO,8W/44, to amend sections .1 and 5 of Decree No.']",93.0,83.74,377.9,93.74,6,1,0,start
280,"of. 1937, respecting conditions of employment","['of.', '1937, respecting conditions of employment']",152.0,91.76,378.18,101.79,6,0,0,middle
281,"in hospitals, nursinghomes and the like [hoOrs of. work]. (B.O.","['in hospitals, nursinghomes and the like [hoOrs of. work].', '(B.O.']",119.0,99.84,377.33,110.01,6,0,0,middle
282,"11th May, 1944, No. 14,895, p. 3)","['11th May, 1944, No. 14,895, p. 3)']",119.0,107.91,248.83,117.41,6,0,1,end
283,"May 4 Deciees No. 11,726/944 and No. 11,727/44, to prolong for one year","['May 4', 'Deciees', 'No. 11,726/944 and No. 11,727/44, to prolong for one year']",72.0,121.09,377.81,131.71,6,1,0,start
284,"penod of of DecreesNo: 138,417 of 17th Dëcèmber,","['penod of', 'of DecreesNo: 138,417 of 17th Dëcèmber,']",135.0,129.49,378.12,139.86,6,0,0,middle
285,"1942, andNo. 141,408 of 23rd January, 1943, which authorised (1)","['1942, andNo. 141,408 of 23rd January, 1943, which authorised (1)']",120.0,138.04,376.49,147.64,6,0,0,middle
286,"rubber reclamation factories and (2) establishments for the smelting,","['rubber reclamation factories and (2) establishments for the smelting,']",119.0,146.31,378.88,155.81,6,0,0,middle
287,rolling and of copper to employ their workers on,"['rolling and', 'of copper to employ their workers on']",119.0,153.54,377.81,163.94,6,0,0,middle
288,"Saturdays after 1 p.m. and on Sundays. (B.C. 11th May, 1944,","['Saturdays after', '1 p.m. and on Sundays.', '(B.C. 11th May, 1944,']",119.0,161.54,378.47,172.09,6,0,0,middle
289,"No. 14,895, p. 8)","['No. 14,895, p. 8)']",119.0,170.04,184.33,179.64,6,0,2,other
290,"May 30 Decree No. 13,671/44, to include persons employed in the cleaning","['May 30', 'Decree No. 13,671/44, to include persons employed in the cleaning']",72.0,183.64,378.62,193.74,6,1,0,start
291,and dressing of carpets amongst those covered by section 6 of,['and dressing of carpets amongst those covered by section 6 of'],120.0,191.36,380.12,201.86,6,0,0,middle
292,"Decree No. 47 of 11th March, 1930, Issuing regulations under Act","['Decree No. 47 of 11th March, 1930, Issuing regulations under Act']",120.0,199.86,377.8,209.56,6,0,0,middle
294,"No. 11,544 of 12th September, 1929, respecting the eight-hour day4","['No. 11,544 of 12th September, 1929, respecting the eight-hour day4']",120.0,208.21,379.37,217.71,6,0,0,middle
295,"[list of unhealthy processes]. (B.O. 26th July, 1944, No. 14,955,","['[list of unhealthy processes].', '(B.O. 26th July,', '1944, No. 14,955,']",120.0,215.61,379.0,226.01,6,0,0,middle
296,"p. 6) I.S.S. Vol. XX, No. 4, p. 138","['p. 6)', 'I.S.S. Vol. XX, No. 4, p. 138']",119.0,224.51,378.95,234.69,6,0,0,middle
298,"June 1 Decree No. 14,103/44, to guarantee sixty hours of work a fortnight","['June 1', 'Decree No. 14,103/44, to guarantee sixty hours of work a fortnight']",73.0,237.86,380.42,247.96,6,1,0,start
299,and to increase wages by ten centavos an hour for workers in the,['and to increase wages by ten centavos an hour for workers in the'],120.0,246.24,378.82,256.24,6,0,0,middle
300,"packing industry throughout the country. (B.O. 6th June, 1944,","['packing industry throughout the country.', '(B.O. 6th June, 1944,']",120.0,254.01,378.97,264.41,6,0,0,middle
301,"No. 14,915, pp. 7-8)","['No. 14,915, pp. 7-8)']",120.0,262.84,194.87,272.04,6,0,1,end
302,"June 3 Decree No. 13,943/44, to repeal section 32 [hours of work of night","['June 3', 'Decree No. 13,943/44, to repeal section 32 [hours of work of night']",73.0,275.79,380.15,285.66,6,1,0,start
303,"watchmenl of Decree No. 562 of 31st December, 1930', respecting","[""watchmenl of Decree No. 562 of 31st December, 1930', respecting""]",119.0,284.19,380.4,293.99,6,0,0,middle
304,the hours of work of persons engaged in maritime and inland,['the hours of work of persons engaged in maritime and inland'],121.0,291.59,379.48,302.19,6,0,0,middle
305,"navigation and dock and harbour services. (B.O. 12th June, 1944,","['navigation and dock and harbour services.', '(B.O. 12th June, 1944,']",120.0,300.26,379.29,310.21,6,0,0,middle
306,"No. 14,919, p. 5)","['No. 14,919, p. 5)']",120.0,308.84,182.61,318.04,6,0,2,other
307,"June 3 Decree No. 14,538/44, respecting the organisation of industrial","['June 3', 'Decree No.', '14,538/44,', 'respecting the organisation of', 'industrial']",73.0,321.76,380.62,332.56,6,1,0,start
308,apprenticeship and the regulation of the employment of young,['apprenticeship and the regulation of the employment of young'],120.0,330.14,379.39,340.54,6,0,0,middle
309,"persons. (B.C. 13th July, 1944, No. 14,944, pp. 4-6) Arg. 1","['persons.', '(B.C. 13th July, 1944, No. 14,944, pp. 4-6)', 'Arg. 1']",120.0,338.74,379.53,349.14,6,0,0,middle
310,"June 3 Decrees No. 14,548/44 and 14,549/44, (1) to extend the scope of","['June 3', 'Decrees No. 14,548/44 and 14,549/44, (1) to extend the scope of']",73.0,352.84,379.84,362.84,6,1,0,start
311,"the family allowance system for employees of railway undertakings,","['the family allowance system for employees of railway undertakings,']",121.0,361.11,380.88,370.61,6,0,0,middle
312,and to issue regulations for the payment of family allowances,"['and', 'to issue regulations for the payment of family allowances']",121.0,368.99,379.82,378.79,6,0,0,middle
313,"to employees of railway undertakings. (B.O. 14th June, 1944, No.","['to employees of railway undertakings.', '(B.O. 14th June, 1944, No.']",121.0,377.21,379.65,386.91,6,0,0,middle
314,"14,921, p. 4, and 15th June, 1944, No. 14,922, p. 3)","['14,921, p. 4, and 15th June, 1944, No. 14,922, p. 3)']",121.0,385.19,314.73,394.59,6,0,0,middle
315,"June 30 Decree No. 16,312/44, to lay down rules for the deductions from","['June 30', 'Decree No. 16,312/44, to lay down rules for the deductions from']",73.0,396.94,380.12,406.94,6,1,0,start
316,salaries or wages of salaried and wage-earning employees [applica,['salaries or wages of salaried and wage-earning employees [applica'],121.0,405.14,376.92,414.74,6,0,0,middle
317,"tion of Act No. 11,278 of 5th August, respecting the payment","['tion of Act No. 11,278 of 5th August,', 'respecting the payment']",121.0,413.34,379.34,422.94,6,0,0,middle
318,"of wages in national currency]. (B.C. 26th July, 1944, No. 14,955.","['of wages in national currency].', '(B.C. 26th July, 1944, No. 14,955.']",121.0,421.16,379.66,431.07,6,0,0,middle
319,pp. 6-7),['pp. 6-7)'],121.0,430.54,150.13,439.74,6,0,2,other
320,"July 6 Decree No. 17,854/44, to set up a special Directorate for Technical","['July 6', 'Decree No. 17,854/44, to set up a special Directorate for Technical']",73.0,441.09,378.26,451.29,6,1,0,start
321,"Education. (B.O. 20th July, 1944, No. 14,950, pp. 4-5)","['Education.', '(B.O. 20th July, 1944, No. 14,950, pp. 4-5)']",121.0,449.46,337.86,459.16,6,0,0,middle
322,"July 29 Decree No. 20,329/44, to postpone the coming into operation of","['July 29', 'Decree No. 20,329/44, to postpone the coming into operation of']",74.0,461.16,379.64,471.26,6,1,0,start
323,"Decree No. 14,538/44, respecting the organisation of industrial","['Decree No. 14,538/44,', 'respecting the organisation of', 'industrial']",121.0,469.09,380.0,479.39,6,0,0,middle
324,apprenticeship and the regulation of the employment of young,"['apprenticeship and the regulation of', 'the employment of young']",121.0,477.11,380.08,487.56,6,0,0,middle
325,"persons. (B.O. 5th August, 1944, No. 14,964, pp. 5-6)","['persons.', '(B.O. 5th August, 1944, No. 14,964, pp. 5-6)']",121.0,485.69,336.66,495.49,6,0,0,middle
326,"Arg. I (section 55, footnote)","['Arg. I (section 55, footnote)']",266.0,493.79,380.44,503.99,6,0,0,middle
327,"Aug. 10 Decree No. 21,425/44, to establish compulsory administrative","['Aug. 10', 'Decree', 'No.', '21,425/44,', 'to', 'establish', 'compulsory', 'administrative']",74.0,508.29,380.5,517.69,6,1,0,start
328,"procedure for compensation for industrial accidents occurring withir,","['procedure for compensation for industrial accidents occurring withir,']",121.0,516.49,380.49,525.89,6,0,0,middle
329,"the national territory. (B.O. 18th December, 1944, No. 15,072,","['the national', 'territory.', '(B.O.', '18th December,', '1944, No.', '15,072,']",121.0,524.04,381.1,534.04,6,0,0,middle
330,pp. 20-22) Arg. 2 (A),"['pp. 20-22)', 'Arg. 2 (A)']",120.0,532.39,379.77,542.59,6,0,0,middle
331,B.O. = Boletin Of icial de Ia Argentina.,"['B.O. =', 'Boletin', 'Of icial de Ia', 'Argentina.']",74.0,549.91,269.09,560.61,6,1,1,other
332,"4L.S. 1929 (Arg. 1, A); 1930 (Arg. 1, A). — 1930 (Arg. 3. B).","['4L.S. 1929 (Arg. 1, A); 1930 (Arg.', '1, A). —', '1930 (Arg. 3. B).']",73.0,572.39,366.26,583.29,6,1,0,start
333,0L.S. 1925 (Arg. 3).,['0L.S. 1925 (Arg. 3).'],66.0,581.29,149.01,591.49,6,1,2,country
