,country,region,text,page
126,CHILE,,"5/IX/1986  Act  No.  18546 to  amend the  financing  of the system governing death benefits provided  for in Decree No. 90 of 1978, which has force of law. (ibid., 17 Sept.)  [Also  introduces various amendments  in  Legislative Decree  No.  3501  of  1980  and Decree  No.  36  of  1981,  which has force of law.]  ",17
127,CHILE,,1987—List No. 3  18  (124)  ,18
128,COLOMBIA,,"31  /V/l  985  Act No. 47 of  1 985 to establish the Integrated Rural Development Fund, and for other  purposes.  (Diario Oficial,  5 June)  [The Act sets up a new Integrated Rural Development Fund whose function is to contribute,  through the financing of projects and programmes, to the economic and social development of  areas divided into smallholdings  (minifundios).  The Fund will be administrated by the Ministry  of Agriculture and its financial resources will consist of reallocated budgetary funds earmarked  for the Integrated Rural Development Programmes and the Food and Nutrition Scheme (DRIPLAN).]  ",18
129,COLOMBIA,,"9/VIII/1985  Decree No. 2166 of 1985 to establish the Colombian Artists' Social Security Fund,  and for other purposes, (ibid., 20 Aug.)  [The Decree establishes the Colombian Artists' Social Security Fund under the Ministry of  Labour and Social Security. Sections 7-15 define its functions, management and administration. Membership in the Fund is made compulsory for all artistic undertakings. By way of social  security contributions, an amount equivalent to  1  per cent (national artists) or  5  per cent (foreign  artists) of the consideration payable under every contract entered into by such artists is to be  deducted and paid to the Fund. Such contracts may be performed only after the Fund has issued  a receipt certifying that the contribution has been paid. In addition, the Fund also receives a  contribution varying between 5 and 25 per cent of the price of all records, cassettes and  videotapes, payment of which is to be certified by a special stamp. The Decree lays down  penalties for violations in the form of fines and withdrawal of the artist's card or listing in the  registry of enterprises. The Decree was promulgated by the President of the Republic, in exercise  of the exceptional powers vested in him by Act No. 25 of 1985.]  16/IX/1985  Act No. 62 to amend s. 3 of the Act No. 33 of 29 January 1985. (ibid., 19 Sep.)  [The Act provides that all officials employed by entities affiliated to a provident fund are  required to pay the prescribed contributions, at a rate proportional to their remuneration, to be  determined, as regards officials in the national service, on the basis of their base pay,  representation expenses, seniority bonuses, allowances for technical skill, qualifications, and  training; allowances for Sundays and holidays; overtime; compensation for services performed,  and for additional work or night-time work or for work on mandatory days of rest.]  ",18
130,COSTA RICA,,"27/VIII/1985  Act No. 6997 to amend s.  2  of Act No. 2248 of  5  September 1958 on the pensions and  retirement benefits offered to persons employed in the national education system.  (La Gaceta,  17  Oct.)  [An Act to define the conditions of eligibility for an ordinary retirement pension.]  ",18
131,COSTA RICA,,"7/X/1985  Decree No. 16620-TSS to lay down the rules of procedure of the Occupational Health  Council, (ibid., 4 Nov.)  ",18
132,COSTA RICA,,"7/X/1985  Decree No. 16621-PLAN-TSS to adopt the National Occupational Health Plan, (ibid.)  [This five-year plan is a basic document which lays down the objectives, guide-lines, scope,  activities and instruments underlying the development of Costa Rica's policy in the field of  occupational health. In particular, it defines the objectives of the Occupational Health Council,  which, inter alia, is to promote occupational health by improving risk appraisal and control, and  the training of the personnel responsible for performing certain specific tasks related to safety,  by proposing measures in this area to the Minister of Labour and Social Security, and by  establishing sectoral priorities. It also lays down objectives in terms of hygiene, occupational  medicine and training.]  6/1/1986  Act No. 7020 to amend the first title of the Civil Code, (ibid., 5 Feb.)  [This title (ss.  1  to 30) deals with sources of  law,  interpretation and application of legal norms,  general effect of legal norms, and norms of private international law. The sections which make  up Book I (Persons) of the Code are renumbered as ss. 31 to 79. The Act also amends s. 5 of the  Basic Act governing the judiciary, to state as follows: ""In the absence of a written norm or  custom or usage applicable to a case, the case shall be governed by general principles of law.""]  8/IV/1986  General Act regarding migration and alien status, (ibid., 30 May)  [This Act defines the functions of the General Directorate of Migration and Alien Status and of  the National Migration Council. It also establishes the special migration police and defines the  various categories of migrants, containing provisions on their entry, stay and departure. It  ",18
133,COSTA RICA,,(125)  19  1987—List No. 3  ,19
134,COTE D'IVOIRE,,"25/VI/1986  Decree No. 86-444 to ratify the following: the Social Security Convention between the  Government of the Republic of Côte d'Ivoire [Ivory Coast] and the Government of the French  Republic, Protocol No.  1  on the maintenance of certain privileges regarding sickness insurance  for French and Ivoirian insured persons who are present in the Côte d'Ivoire, and Protocol No.  2 regarding the system of social insurance for students, done at Paris on 16 January 1985.  {Journal Officiel, 10 July)  [The Convention enters in force on the date called for in its art.  59.  The text of the Convention is  to be published later.]  l/VII/1986  Act No. 86-478 concerning fishing, (ibid., 14 July)  [Limits engaging in fishing for profit to those having special authorisation. All previous  provisions which are contrary to the new Act are repealed.]  ",19
135,CYPRUS,,"16/V/l  986  Act No. 57/1986 amending the legislation governing the merchant marine.  (Ephemeris  les Kybernesseos,  Part I, 16 May)  [The Act amends the 1963-1982 legislation on this subject. The amendment is introduced in  s. 23 of the Act. The new provisions, which bear the numbers 23A to 23H, permit the double  registration of vessels (vessels registered abroad may be registered in Cyprus).]  ",19
136,DENMARK,,"25/X/l  985  Notification respecting evening or night work for young persons. No. 465.  (Lovtidende  A,  1985, No. 73)  ",19
137,DENMARK,,"21/XI/1985  Notification of the Act [No. 347 of 1984] respecting offers of employment for the  unemployed. No. 535. (ibid., No. 85)  4/XII/1985  Notification of the Seamen's Act. No. 519. (ibid., No. 81)  [Consolidation of Act No. 420 of 1973 concerning seamen, which was published in the  Legislative Series (LS 1973—Den. 2). The consolidated version incorporates the amendments  adopted since the promulgation of the Act.]  ",19
138,DENMARK,,4/XII/l  985  Notification of the Act [No. 70 of 1967] respecting the training of merchant seamen.  No.  518. (ibid.)  [Consolidation of Act No. 70 of 1967.]  ,19
139,DENMARK,,"12/XII/1985 Notification respecting the compensation payable under the Employment Injury  Insurance Act [No. 79 of 1978: LS 1978—Den. 2] to persons who are admitted to institutions  under the Assistance Act. No. 548. (ibid., No. 85)  [Repeals Notification No. 571 of 1978 on the same subject.]  ",19
140,DENMARK,,"13/XII/1985  Notification respecting the pharmaceutical chemists' pension scheme. No. 557.  (ibid., No. 86)  [Repeals Notification No. 317 of 1970.]  18/XII/1985 Notification of the Working Environment Act. No. 646. (ibid., No. 89)  [Consolidation of Act No. 681 of 1975 on the working environment, which was published in the  Legislative Series (LS 1975—Den. 1). The consolidated version incorporates the amendments  made since the promulgation of the Act.]  ",19
141,DENMARK,,1987—List No. 3  20  (126)  ,20
142,DENMARK,,"19/XII/1985 An Act to amend the Act [No. 423 of  1981:  cf. LS 1977—Den. 2 (consolidation)]  respecting placement and unemployment insurance. No. 575. (ibid., No. 86)  [Miscellaneous amendments.]  ",20
143,DENMARK,,"19/XII/1985 Notification to amend the Notification [No. 32 of  1979]  respecting working clothes  and means of personal protection. No. 650. (ibid., No. 89)  [Amends ss. 5 and 16 (expenses).]  ",20
144,DENMARK,,"19/XII/1985 Notification respecting the employment of young persons in private undertakings  with a wage subsidy. No. 634. (ibid., No. 88)  19/11/1986  An  Act to amend  the  Act  [No.  32  of  1976:  LS 1976—Den.  1 ]  respecting  equal wages  for  men and women. No. 65. (ibid., No. 12)  [Replaces s.  1  and amends ss. 3, 4 and 6.]  ",20
145,DENMARK,,"26/11/1986 Notification of the Act [No. 76 of  1937:  LS 1937—Den. 2] respecting the engagement  of ships' crews. No. 87. (ibid., No. 15)  26/11/1986 Notification of the Aliens Act [No. 226 of  1983].  No. 90. (ibid.)  ",20
146,DENMARK,,"18/III/1986 Notification respecting the Act [No. 142 of 1955] respecting employees' inventions.  No.  131. (ibid., No. 18)  19/III/1986 Act respecting the family allowance for children. No. 147. (ibid., No. 21)  [Tax-free allowance of  5,000  crowns a  year payable quarterly for children under  18 years  of age.]  ",20
147,DENMARK,,"9/IV/l  986 An Act to amend the Act  [No.  562  of  1982]  respecting an Employees' Guarantee Fund.  No.  196. (ibid., No. 25)  [Minor amendments to ss. 2 and 9.]  ",20
148,DENMARK,,"9/IV/1986 An Act to amend the Act [No. 407 of 1985: cf. LS 1977—Den. 2 (consolidation)]  respecting placement and unemployment insurance and for other purposes. No. 197. (ibid.)  [Miscellaneous amendments. Inter alia, inserts a new s. 62a (daily benefit not payable to  members receiving  instruction).  ]  ",20
149,DENMARK,,"5/V/1986  Notification of  the  Act [No.  32  of  1976:  LS 1976—Den.  1]  respecting equal wages for  men and women. No. 237. (ibid., No. 32)  ",20
150,DENMARK,,"7/V/1986 Notification respecting the election by employees of the members of the boards of  insurance companies. No. 231. (ibid., No. 30)  [Repeals Notification No. 460 of  1981  on the same subject.]  ",20
151,DENMARK,,"7/V/1986 Notification respecting the election by employees of the members of the boards of  insurance companies that are holding companies for a group of  companies.  No. 232. (ibid.)  [Repeals Notification No.  461  of  1981  on the same subject.]  4/VI/l986 An Act  to  amend the Act  [No.  81  of  1984]  respecting  the  daily  cash  benefit  in the  events  of sickness and maternity. No. 348. (ibid., No. 38)  [Miscellaneous amendments resulting from the introduction of partial pensions.]  ",20
152,DENMARK,,"4/VI/l  986  Act respecting children's allowances and the advance payment of children's subsidies.  No.  350. (ibid.)  [Repeals the Act (No. 609 of  1978)  respecting children's allowances and other family benefits.]  4/VI/l 986 Act respecting partial pensions. No. 346. (ibid.)  [These pensions are payable to persons between 60 and  67  years of age  who reduce  their hours of  work. Entry into force:  1  Jan. 1987.]  4/VI/1986 An Act to amend the Act [No. 407 of 1985: cf. LS 1977—Den. 2 (consolidation)]  respecting placement and unemployment insurance, and for other purposes. No. 294. (ibid.)  [Miscellaneous amendments resulting from the introduction of partial pensions.]  4/VI/1986 An Act to amend the Act [No. 407 of 1985: cf. LS 1977—Den. 2 (consolidation)]  respecting placement and unemployment insurance, and for other purposes. No. 296. (ibid.)  [Miscellaneous amendments.]  ",20
153,DENMARK,,(127)  21  1987—List No. 3  ,21
154,DENMARK,,"13/VI/1986  Notification of the Act [No. 609 of 1978] respecting children's allowances and other  family benefits. No. 370. (ibid., No. 41)  ",21
155,DENMARK,,"24/VI/1986  Notification for Greenland respecting the performance of work. No. 395. (ibid.,  No.  44)  [Safety and health measures to be taken under the Act respecting the working environment in  Greenland.]  ",21
156,DENMARK,,"24/VI/1986  Notification for Greenland respecting rest periods and rest days. No. 397. (ibid.)  24/VI/1986  Notification for Greenland respecting technical appliances. No. 398. (ibid.)  [Repeals Notification No. 150 of 1972 for Greenland respecting the installation of machinery,  tools and technical appliances.]  ",21
157,DENMARK,,"24/VI/1986  Notification for Greenland respecting the installation of workplaces, etc. No. 399.  (ibid.)  ",21
158,DENMARK,,24/VI/1986  Notification for Greenland respecting relatively light forms of gainful employment  for children. No. 400. (ibid.)  [Types of work on which children over 10 and 13 years of age may be employed and those on  which children under 15 years of age may not be employed.]  ,21
159,DENMARK,,24/VI/1986  Notification for Greenland respecting the reporting of employment injuries. No. 401.  (ibid.)  ,21
160,DENMARK,,"21/VII/1986  Notification of the Public Sickness Insurance Act [No. 94 of  1976:  LS 1976—Den. 2  (consolidation)]. No. 490. (ibid., No. 50)  [New codification of the Public Sickness Insurance Act (LS 1976—Den. 2 (consolidation)),  including the provisions of ten amending acts adopted from 1976 to 1985. The new financial  provision enter into force on  1  Jan. 1987.]  22/VII/1986  Notification respecting partial pensions. No. 506. (ibid., No. 54)  [Under Act No. 346 of 1986 on the same subject.]  ",21
161,DENMARK,,"22/VII/l 986 Notification respecting partial pensions for persons with some other form of earned  income than a wage (persons engaged in self-employment, etc.). No. 491. (ibid., No. 50).  ",21
162,DENMARK,,"ll/VIII/1986  Notification respecting undertakings that are gainfully engaged in providing  assistance in the filling of vacancies, (ibid., No. 56).  [The Notification deals with private agencies' records containing information on job-seekers.  The information cannot indicate race, religion, political opinion, morals or drug use. With the  consent of the job-seeker, any other personal information may be noted. The agency must  inform the person concerned of the content of the recorded information within four weeks.]  ",21
163,DENMARK,,"22/VIII/1986  Notification respecting model rules for the work of Danish unemployment funds  that have been recognised by the State. No. 545. (ibid., No. 58)  ",21
164,DENMARK,,"28/VIII/1986  Notification of the Act [No. 161 of 1978: LS 1978—Den. 3] respecting equality of  treatment as between men and women with regard to employment, etc. No. 572. (ibid., No. 61)  l/IX/1986  Notification of the Bankruptcy Act [No. 444 of 28 Aug. 1984]. No. 588. (ibid.)  [Provisions, inter alia, as to wage debts (s. 95).]  24/IX/1986  Notification respecting asbestos. No. 660. (ibid., No. 70)  [Numerous provisions, inter alia, as to safety at work. Repeals Notification No. 468 of 1979  respecting the use, etc., of asbestos.]  ",21
165,ECUADOR,,"l/XI/1985  Decision No. 0448, to approve the regulations governing the organisation and  functioning of the Ecuadorian Institute for Agrarian Reform and Colonisation.  (Registro  Oficial,  15 Jan.)  [The Institute is responsible, inter alia, for implementing the country's agricultural policy,  ensuring a better distribution and utilisation of the land, and for carrying out technical,  economic and social reforms with a view to transforming the economic and social structure of  ",21
166,ECUADOR,,1987—List No. 3  22  (128)  ,22
167,ECUADOR,,"10/1/1986  Decree No. 1501-A, to reform the general regulations governing the Education Act.  (ibid., 28 Jan.)  ",22
168,ECUADOR,,"22/1/1986 Act No. 19, to amend certain statutory provisions respecting indemnification for  transport and indemnification for rising living costs, (ibid., 22 Jan.)  [Amends the Act Governing indemnification for transport costs and rising living costs. It  provides for such indemnification in respect of civil servants and workers whose remuneration is  less than twice the amount of the basic minimum wage. It also sets the amount of such  indemnification.]  ",22
169,ECUADOR,,"12/11/1986 Decree No. 1597 regarding amendments to the statutes of the Ecuadorian Social  Security Institute, (ibid., 30 Apr.)  [Replaces Title  VIII  (insurance for occupational hazards), which calls for monetary benefits (in  cases of temporary incapacity, partial or total permanent incapacity, total permanent  incapacity, and death), benefits in the form of assistance (medical-surgical, pharmaceutical, or  rehabilitation assistance, hospitalisation, prosthesis, etc.) and preventive services (studies,  analyses, evaluation and control of occupational hazards, etc.).]  ",22
170,ECUADOR,,"12/V/1986  Legislative Decree No. 21, to introduce amendments to the Act concerning compulsory social insurance and to the Act concerning extension of social security to peasant  farmers, (ibid., 13 May)  [The Legislative Decree adds Title IX-A (compulsory insurance in agricultural work) to the Act  concerning compulsory social insurance, calling for benefits in cases involving  illness,  maternity,  dental care, occupational hazards, retirement for reasons of invalidity and age, and assistance  in regard to funeral expenses. Agricultural social insurance is financed by contributions made by  the agricultural employer equivalent to 5 per cent of the wage earned by the agricultural worker  and by the personal contribution of the agricultural worker equivalent to  3  percent of the wage.  The Legislative Decree also adds Titles IX-B (voluntary insurance) and IX-C (Fund for social  insurance for the disadvantaged). This Fund serves to finance the development of a social  security programme aimed at the disadvantaged sector of the population, who earn less than the  minimum wage necessary to live, and who are not covered by another type of  insurance.  Social  security for peasant farmers covers all members of communities, co-operatives, committees or  any other type of popular peasant organisation which is permanent in nature, as well as their  family members. It also protects peasant farmers who, although not belonging to such an  organisation, express their desire to be covered by the system.]  ",22
171,ECUADOR,,"27/V/1986 Decree No. 1897 to issue general regulations under the mining Act. (ibid., 4 June).  [Deals with the regulations for applying Legislative Decree No. 6 of  21  Aug. 1985 which issued  the Mining Act. Repeals the regulations issued by Decree No. 438 of 17 Jan. 1985 under the  Mining Promotion Act.]  29/V/1986  Act No. 26 respecting the promotion of crafts, (ibid., 29 May)  [Title V of the Act deals with social security for craftspeople, extending it to workers who are  part of the family and who contribute with their work to the functioning of the workshop, etc.  This includes the spouse of the craftsperson, whether the latter is the owner of the workshop or  independent. The Act amends the Act respecting small-scale industry and crafts, codified by  Supreme Decree No.  921  of  1973,  which remains in force as an Act exclusively for the promotion  of small-scale industry.]  30/VI/1986  Regulations under the Act governing alien status, (ibid., 7 July).  [Repeals the Regulations under the Act governing alien status which were issued by Executive  Decree No. 1898 of 1971, as amended.]  ",22
172,EGYPT,,"1985 Order No. 108 of 1985 of the Ministry of Manpower and Training, to establish the Joint  Consultative Commission on Occupational Health and Safety in the Governorate of Southern  Sinai.  (Al-Waqai al-Misriya,  23 Nov.).  [Order issued under s. 132 of the Labour Code, No. 137 of 1981 (LS 1981—Egypt 1).]  ",22
173,EGYPT,,(129)  23  1987—List No. 3  ,23
174,EGYPT,,"1985 Order No. 111 of 1985, of the Ministry of Manpower and Training, to establish the Joint  Consultative Commission on Occupational Health and Safety in the Governorate of  Alexandria, (ibid., 30 Nov.)  ",23
175,EGYPT,,"30/XII/1985  Order No. 1735 of 1985, of the Chairman of the Council of Ministers, to amend  certain provisions of Order No. 1007 of 1978, of the Chairman of the Council of Ministers,  concerning the criteria for the classification of jobs in the public sector, (ibid., 8 Jan. 1986)  ",23
176,EGYPT,,"4/II/1986  Presidential Decision No. 62 concerning the rules to apply in cases of a change in social  insurance coverage.  (Al-jarida al-rasmiya,  27 Feb.)  ",23
177,EGYPT,,"8/IV/1986  Order No. 45 of the Minister of Manpower and Training calling for the establishment  of a joint advisory committee on occupational safety and health in the Bouhayra Governorate.  (ibid., 29 Apr.)  [Issued under s. 132 of the Labour Code. (LS 1981—Egypt 7).]  ",23
178,EGYPT,,8/IV/l  986  Order No. 42 of the Minister of Manpower and Training calling for the establishment  of a joint advisory committee on occupational safety and health in the Doumiyat Governorate.  (ibid.)  [Issued under s. 132 of the Labour Code (LS 1981—Egypt 7).]  ,23
179,FINLAND,,"5/VI/1985  Decision of the Ministry of Social Welfare and Health, made under section 3 of the  Self-Employed Persons' Pensions Act (No. 468 of 1969) and section 4 of the Farmers' Pensions  Act (No. 467 of 1969) [LS 1969—Fin. 2, 1970—Fin. 7],  (Finlands Författningssamling-Suomen  Säädöskokoelma,  Text 452)  [Grant of exemptions. ]  ",23
180,FINLAND,,"6/VI/1985  Decision of the Council of State respecting the prevention of the risk of cancer at work.  (ibid., Text 583)  [Repeals the Decision of the Council of State (No. 952 of 1975) to apply the Act respecting  protection against carcinogenic substances and operations at work.]  ",23
181,FINLAND,,"6/VI/1985  Decision of the Council of State respecting a council for the assessment of health risks  associated with chemical substances, (ibid., Text 584)  ",23
182,FINLAND,,"6/VI/1985  Decision of the Council of State respecting a committee for the protection of workers  against chemical substances, (ibid., Text 585)  ",23
183,FINLAND,,"14/VI/1985  An Act to amend the Sickness Insurance Act (No. 364 of 1963). (ibid., Text 479)  [Amends ss. 5, 9, 30 and 76 and inserts a new s. 5a (definition of reimbursable medicaments).]  ",23
184,FINLAND,,"14/VI/1985  An Act to amend the Act (No. 366 of 1963) respecting employers' social insurance  contributions, (ibid., Text 461)  [Amends ss. 2, 5, 8 to 10 and 17.]  ",23
185,FINLAND,,"12/VII/1985  Ordinance respecting the duties of certain authorities in connection with the  assessment of the possible risk of cancer presented by substances and products, (ibid., Text 586)  ",23
186,FINLAND,,"26/VII/1985  An Act to amend the Sickness Insurance Act (No. 364 of 1963). (ibid., Text 661)  [Amends ss. 5, 10 and 29 and inserts a new s.  5b  (dental benefit).]  ",23
187,FINLAND,,"26/VII/1985  An Act respecting pensions for certain performers and editors who are parties to an  employment relationship, (ibid., Text 662)  [Covers, inter alia, musicians, actors, dancers, newspaper, radio and television journalists,  translators and photographers.]  ",23
188,FINLAND,,"26/VII/1985  An Act to amend section 2 of the State Pensions Act (No. 280 of 1966). (ibid., Text  664)  26/VII/1985  An Act to amend the Act respecting pensions for workers employed under shortterm contracts (No. 134 of 1962). (ibid., Text 667)  [Amends ss. 4, 5 and  5a  and inserts a new s.  4a  (disability pensions). ]  ",23
189,FINLAND,,"26/VII/1985  An Act to amend the Self-Employed Persons' Pensions Act (No. 468 of  1969).  (ibid.,  Text 669)  ",23
190,FINLAND,,1987—List No. 3  24  (130)  ,24
191,FINLAND,,"26/VII/1985  An Act to amend the Sickness Insurance Act (No. 364 of 1963). (ibid., Text 674)  [Amends s. 19 and inserts a new s. 15a (daily benefit not normally payable to old-age  pensioners).  ]  26/VII/1985  An Act to amend the Placement Act (No. 246 of 1959). (ibid., Text 652)  [Amends ss. 1 and 17 and inserts a new s.  2a  (temporary work agencies). The 1959 Act was  published in the  Legislative Series  (LS 1959—Fin. 1).]  ",24
192,FINLAND,,"26/VII/1985  An Act to amend the National Pensions Act (No. 347 of 1956). (ibid., Text 670)  [Amends  ss.  20,22,25a, 26 and 30a, inserts new ss. 22a and 39a (disability pensions) and repeals  s. 25ft. The 1956 Act was published in the  Legislative Series  (LS 1956—Fin. 2, 1960—Fin. 5).  These amendments affect the pension schemes covering the various occupational categories  (employed and self-employed persons, agricultural workers, civil servants, actors and editors;  see list of references and supplement).]  ",24
193,FINLAND,,"26/VII/1985  An Act to amend s. 8 of the Workers' Pensions Act (No. 395 of 1961) [LS 1961—  Fin. 4]. (ibid., Text 663)  ",24
194,FINLAND,,"26/VII/1985  An Act to amend the Workers' Pensions Act (No. 395 of 1961) [LS 1961—Fin. 4].  (ibid., Text 666)  [Amends ss. 4, 4a"", 5, 56, 6, 7a and 8 and inserts a new s.  4e  (disability pensions). ]  ",24
195,FINLAND,,"26/VII/1985  An Act to amend the Farmers' Pensions Act (No. 467 of 1969) [LS 1969—Fin. 2,  1970—Fin. 7]. (ibid., Text 668)  [Amends ss. 6, 9 and 19.]  ",24
196,FINLAND,,"26/VII/1985  An Act to amend the Survivors' Pensions Act (No. 38 of 1969) [LS 1969—Fin. 1].  (ibid., Text 673)  [Amends ss. 9a,  9b,  13 and 156.]  9/VIII/1985  An Act to amend the State Pensions Act (No. 280 of 1966). (ibid., Text 696)  [Inserts a new s. 14 (delay in payment).]  ",24
197,FINLAND,,"9/VIII/1985  An Act to amend the State Family Pensions Act (No. 774 of 1968). (ibid., Text 697)  [Replaces s. 9 (delay in payment).]  ",24
198,FINLAND,,"29/V/1986  Decision of the Council of State to lay down rules for blasting and quarrying, (ibid.,  Text 410)  [Repeals the Decision of 23 June 1965 on the same subject.]  ",24
199,FINLAND,,"6/VI/1986  An Act to amend sections 3 and 38 of the Act (No. 320 of 1970) [LS 1970—Fin. 2,  1974—Fin.  2]  respecting contracts of employment, (ibid., Text 423)  ",24
200,FINLAND,,"6/VI/1986  An Act to amend sections 7 and 10 of the Act (No. 436 of 1946) [LS 1946—Fin. 2]  respecting collective agreements, (ibid., Text 424) •  ",24
201,FINLAND,,"6/VI/1986  An Act to amend section 16 of the Act (No. 420 of 1962) [LS 1962—Fin. 1, 1970—  Fin. 5] respecting mediation in labour disputes, (ibid., Text 425)  ",24
202,FINLAND,,"6/VI/1986  An Act to amend section 11 of the Act (No. 602 of 1984) to protect the livelihood of  unemployed persons, (ibid., Text 426)  [Entitlement to unemployment benefit in certain cases.]  ",24
203,FINLAND,,"13/VI/1986  An Act to amend the Sickness Insurance Act (No. 364 of 1963). (ibid., Text 458)  [Amends ss. 23 and 23a and inserts a new s. 23i (benefit where child is stillborn). ]  ",24
204,FINLAND,,"13/VI/1986  An Act to amend sections 11 and 18 of the Workers'Pensions Act (No. 395 of 1961)  [LS 1961—Fin. 4], (ibid., Text 459)  ",24
205,FINLAND,,"13/VI/1986  An Act to amend section 19 of the Farmers' Pensions Act (No. 467 of 1969) [LS  1969—Fin. 2, 1970—Fin. 7]. (ibid., Text 460)  ",24
206,FINLAND,,"13/VI/1986  An Act to amend section 17 of the Self-Employed Persons' Pensions Act (No. 468 of  1969).  (ibid., Text 461)  ",24
207,FINLAND,,(131)  25  1987—List No. 3  ,25
208,FINLAND,,"13/VI/1986  An Ordinance to amend s. 6 of the Ordinance (No. 575 of 1983) to promote the  mobility of labour, (ibid., Text 465)  27/VI/1986  Ordinance respecting the protection of young workers, (ibid., Text 508)  [Repeals Ordinance No.212ofl972 respecting the employment of young persons on dangerous  work.]  ",25
209,FINLAND,,"1  l/VII/1986  Ordinance to amend the Ordinance (No. 60 of 1972) respecting vocational schools  for persons with defective eyesight or hearing, (ibid., Text 555)  [Numerous amendments; inter alia, amends the title of the Ordinance, to read ""Ordinance  respecting vocational schools for handicapped persons"".]  ",25
210,FINLAND,,"1  l/VII/1986  An Act to amend the Act (No. 16 of 1974) respecting retirement pensions for  farmers, (ibid., Text 565)  [Miscellaneous amendments.]  ",25
211,FINLAND,,"25/VII/1986  An Act to amend the Sickness Insurance Act (No. 364 of 1963). (ibid., Text 584)  [Amends s. 4 and inserts a new s. 4a (benefit for persons with communicable diseases).]  ",25
212,FINLAND,,"25/V1I/1986  An Act to amend the Sickness Insurance Act (No. 364 of 1963). (ibid., Text 586)  [Inserts a new s. 276 (entitlement to refunds in certain cases).]  ",25
213,FINLAND,,"25/VII/1986 An Act to amend the Seamen's Act (No. 423 of 1978) [LS 1978—Fin. 2]. (ibid.,  Text 591)  [Numerous amendments relating, inter alia, to parental leave.]  25/VII/1986  An Act to amend the Seamen's Leave Act. (ibid., Text 592)  [Amends ss. 3, 4, 6 and 16.]  ",25
214,FINLAND,,"8/VII/I986  An Act to amend the National Pensions Act (No. 347 of 1956) [LS 1956—Fin. 2,  1960—Fin. 5]. (ibid., Text 594)  [Amends ss. 22a, 26, 31 and 45, repeals s. 67a and inserts a new s. 396 (moratory interest).]  ",25
215,FINLAND,,"8/VIII/1986  An Act to amend the Survivors' Pensions Act (No. 38 of 1969) [LS 1969—Fin. 1].  (ibid., Text 595)  [Amends s. 156 and repeals s. 16e.)  ",25
216,FINLAND,,"8/VIII/1986  An Act to amend the Act (No. 591 of 1978) respecting housing supplements for  pensioners, (ibid., Text 597)  [Amends ss. 11 and 14 and repeals s. 8c]  ",25
217,FINLAND,,"8/VIII/1986  An Act to amend section 28b of the Seamen's Pensions Act (No. 72 of 1956) [LS  1956—Fin?  1  . . . 1970—Fin. 6]. (ibid., Text 599)  ",25
218,FINLAND,,"8/VIII/1986  An Act to amend the Accident Insurance Act (No. 608 of 1948) [LS 1948—Fin. 4A,  1950—Fin. 2A]. (ibid., Text 601)  [Inserts a new s. 61a (overlapping benefits).]  ",25
219,FINLAND,,"8/VIII/1986  An Act to amend the Workers' Pensions Act (No. 395 of 1961) [LS 1961—Fin. 4].  (ibid., Text 603)  [Numerous amendments.]  ",25
220,FINLAND,,"8/VIII/1986  An Act to amend the Act (No. 134 of 1962) respecting pensions for workers  employed under short-term contracts, (ibid., Text 604)  [Amends ss. 1, 4, 5 and 9.]  ",25
221,FINLAND,,"8/VIII/1986  An Act to amend the Farmers' Pensions Act (No. 467 of 1969) [LS 1969—Fin. 2,  1970—Fin. 7]. (ibid., Text 605)  [Amends ss. 6, 6c, 8 and 19.]  ",25
222,FINLAND,,"8/VIII/1986  An Act to amend the Self-Employed Persons' Pensions Act (No. 468 of 1969). (ibid.,  Text 606)  [Amends ss. 5, 7 and 17.]  ",25
223,FINLAND,,1987—List No. 3  26  (132)  ,26
224,FINLAND,,"8/VIII/1986  An Act to amend section 27 of the Sickness Insurance Act (No. 364 of 1963). (ibid.,  Text 607)  ",26
225,FINLAND,,"8 /VIH/ 1986  An Act to amend section 16 of the Act (No. 602 of 1984) o protect the livelihood of  unemployed persons, (ibid., Text 608)  ",26
226,FINLAND,,"8/VHI/1986  Act respecting the Equality Commissioner and the Equality Board, (ibid., Text 610)  ",26
227,FINLAND,,"8/VIII/1986  An Act to amend section 17 of the Act (No. 320 of 1970) [LS 1970—Fin. 2, 1974—  Fin. 2] respecting contracts of employment, (ibid., Text 611)  [Non-discrimination. ]  ",26
228,FINLAND,,"8/V1II/1986  An Act to amend section  15  ofthe Seamen's Act (No. 423 of 1978) [LS 1978—Fin.2].  (ibid., Text 612)  [Non-discrimination. ]  ",26
229,FINLAND,,"22/VIII/1986  An Ordinance to amend the Ordinance (No. 258 of 1974) respecting retirement  pensions for farmers, (ibid., Text 628)  [Amends ss. 5, 8 and 10 to 12 and inserts new ss. 4a and 4b.]  22/VIH/1986  Ordinance respecting the Committee on Equality Problems, (ibid., Text 638)  [Repeals Ordinance No. 455 of 1972 on the same subject.]  ",26
230,FINLAND,,"ll/IX/1986  Decision of the Council of State to amend the Decision of the Council of State  (No.  1010 of 1978) respecting works health care for entrepreneurs and other self-employed  persons, (ibid., Text 694)  [Inserts a new s. 5a (first aid).]  ",26
