,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
1102,pp.,['pp.'],110.0,519.84,120.5,528.24,22,2,0,end
1104,B.O. = Bolethz Oficial.,"['B.O.', '= Bolethz Oficial.']",64.0,536.66,155.86,546.36,22,1,0,other
1105,P.S. = Protección Social.,['P.S. = Protección Social.'],64.0,546.42,166.52,556.72,22,1,0,other
1106,D.O. Didrio OfIciai.,"['D.O.', 'Didrio', 'OfIciai.']",64.0,557.44,150.83,566.99,22,1,0,other
1107,1939 (Bol. 1); 1942 (Bol. 1).,"['1939 (Bol. 1); 1942 (Bol.', '1).']",92.0,579.14,208.66,589.14,22,-1,0,other
1108,— 23 — 1944—Indexes It,"['— 23', '—', '1944—Indexes', 'It']",150.0,49.07,325.23,59.81,23,-1,2,other
1109,"Jan. 28 L.D. No. 6297, to alter the schedule of supplementary wages in","['Jan. 28', 'L.D. No. 6297, to alter the schedule of supplementary wages in']",18.0,82.79,324.89,93.09,23,1,2,start
1110,"industry, approved by Legislative Decree No. 5978 of 10th November,","['industry, approved by Legislative Decree No. 5978 of 10th November,']",64.0,91.82,324.62,101.02,23,2,2,middle
1111,"1943. (DO. 1st March, 1944, p. 3417)","['1943.', '(DO. 1st March, 1944, p. 3417)']",64.0,99.84,213.58,109.54,23,2,1,end
1112,"Feb. 1 L.D. No. 6232, to repeal the sole subsection of section","['Feb. 1', 'L.D.', 'No.', '6232,', 'to', 'repeal', 'the', 'sole', 'subsection', 'of', 'section']",18.0,114.34,298.65,123.77,23,1,1,other
1113,1,['1'],307.0,117.79,309.15,122.09,23,-1,1,other
1114,of,['of'],318.0,114.54,325.41,123.44,23,-1,2,other
1115,"Legislative Decree No. 5473 of 11th May, 1943, to institute the","['Legislative Decree No. 5473 of', '11th May, 1943, to institute the']",64.0,121.69,325.61,132.1,23,2,2,middle
1116,"additional wage. (DO. 3rd February, 1944, p. 1841)","['additional wage.', '(DO. 3rd February,', '1944,', 'p.', '1841)']",64.0,129.87,282.96,140.47,23,2,1,end
1117,"Feb. 14 L.D. No. 6272, to extend the provisions of section 7 of Legislative","['Feb. 14', 'L.D. No. 6272, to extend the provisions of section 7 of Legislative']",18.0,144.67,324.49,154.49,23,1,2,start
1118,"Decree No. 3832 of 18th November, 1941, respecting pensions for","['Decree No. 3832 of 18th November, 1941, respecting pensions for']",64.0,152.77,325.28,162.57,23,2,2,middle
1119,"fishermen to all vessels registered in Brazil for maritime, river,","['fishermen to', 'all', 'vessels registered in Brazil for maritime,', 'river,']",64.0,160.67,325.67,170.87,23,2,2,middle
1120,"lake, port and canal services. (DO. 16th February, 1944; Boletim","['lake, port and canal services.', '(DO. 16th February, 1944; Boletim']",64.0,169.29,325.24,179.19,23,2,2,middle
1121,"do Ministério do Trabalho. Indástria e Comércio, March 1944,","['do Ministério do Trabalho. Indástria e', 'Comércio, March 1944,']",64.0,177.17,324.67,187.77,23,2,2,middle
1122,"No. 115, p. 32)","['No. 115, p. 32)']",64.0,186.02,122.13,195.62,23,2,0,end
1123,"Mar. 20 L.D. No. 6353, to Correct typing and typographical errors in, and","['Mar. 20', 'L.D. No. 6353, to Correct typing and typographical errors in, and']",18.0,199.92,326.35,210.22,23,1,2,start
1124,"to amend certain provisions of, the Consolidation of the Labour","['to amend certain provisions of,', 'the Consolidation of the Labour']",65.0,207.87,325.33,218.07,23,2,2,middle
1125,"Laws20. (DO. 22nd March, 1944, PP. 4923-4924)","['Laws20.', '(DO. 22nd March, 1944, PP. 4923-4924)']",64.0,216.72,256.58,226.32,23,2,1,end
1126,Extracts: Braz. 1 (A),['Extracts: Braz. 1 (A)'],240.0,224.59,325.81,234.89,23,-1,2,other
1127,"Mar. 22 L.D. 6361, to suspend for the duration of the state of war the","['Mar. 22', 'L.D. 6361,', 'to suspend for the duration of the state of war the']",18.0,234.24,325.33,245.14,23,1,2,start
1128,provisions of sections 239 and 241 of the Consolidation of the Labour,['provisions of sections 239 and 241 of the Consolidation of the Labour'],64.0,243.64,324.64,252.94,23,2,2,middle
1129,and to provide for other matters [hours of work of rail-,['and to provide for other matters [hours of work of rail-'],96.0,251.14,325.78,261.64,23,-1,2,other
1130,"waymen]. (DO. 24th March, 1944; Boletim do Ministério do","['waymen].', '(DO. 24th', 'March,', '1944;', 'Boletim do', 'Ministério do']",64.0,259.34,325.63,269.99,23,2,2,middle
1131,"Trabalho, Indt'istria e Comércio, April 1944, No. 116, pp. 27-28)","[""Trabalho, Indt'istria e Comércio, April 1944, No. 116, pp. 27-28)""]",64.0,268.34,316.57,278.04,23,2,1,end
1132,Braz. 1 (B),['Braz. 1 (B)'],278.0,276.27,325.39,286.87,23,-1,2,other
1133,"May 8 L.D. No. 6476, to set up an Economic Planning Committee in the","['May 8', 'L.D. No. 6476, to set up an Economic Planning Committee in the']",18.0,286.52,325.94,296.84,23,1,2,start
1134,"Council of National Safety. (DO. 13th May, 1944, p. 8505)","['Council of National Safety.', '(DO. 13th May, 1944, p. 8505)']",65.0,295.12,299.72,304.82,23,2,1,end
1135,"July 13 L.D. No. 6688, to declare specific industries to be of national im","['July 13', 'L.D. No. 6688, to declare specific industries to be of national im']",19.0,308.82,323.02,318.82,23,1,2,start
1136,"portance and therefor mobilised, and to issue other provisions","['portance and therefor', 'mobilised,', 'and to', 'issue', 'other', 'provisions']",65.0,316.47,325.5,327.09,23,2,2,middle
1137,"[contracts of employment, hours of work and conditions of employ","['[contracts of employment, hours of work and conditions of employ']",66.0,325.52,323.57,335.12,23,2,2,middle
1138,ment in textile factories; appointment of a Textile Executive,"['ment in', 'textile', 'factories;', 'appointment of a', 'Textile', 'Executive']",64.0,333.29,325.79,343.82,23,2,2,middle
1139,"Committee]. Industrial Mobilisation Act. (B.O. 15th July, 1944,","['Committee].', 'Industrial Mobilisation Act.', '(B.O. 15th July,', '1944,']",65.0,341.94,325.1,352.04,23,2,2,middle
1140,"pp. 12,460-12,461)","['pp. 12,460-12,461)']",64.0,352.04,129.16,360.54,23,2,0,end
1141,"Aug. 28 L.D. No. 6835, to amend section 5 of L.D. No. 6688 of 13th July,","['Aug. 28', 'L.D. No. 6835, to amend section 5 of L.D. No. 6688 of 13th July,']",18.0,364.59,324.86,374.52,23,1,2,start
1142,"1944 (Industrial Mobilisation Act). (DO. 30th August, 1944,","['1944', '(Industrial', 'Mobilisation', 'Act).', '(DO. 30th', 'August,', '1944,']",65.0,372.22,326.1,383.02,23,2,2,middle
1143,"p. 15,113)","['p. 15,113)']",64.0,382.69,99.52,391.39,23,2,0,end
1144,"Sept. 11 Decree No. 16,570, to amend the Rules of the National Labour","['Sept. 11', 'Decree No. 16,570, to amend the Rules of the National Labour']",19.0,393.02,326.39,403.42,23,1,2,start
1145,"Department approved by Decree No. 13,001 of 27th July, 1943.","['Department approved by Decree No. 13,001 of 27th July,', '1943.']",65.0,401.29,325.33,411.59,23,2,2,middle
1146,"(D.O. 13th September, 1944, p. 15,883)","['(D.O. 13th September, 1944, p. 15,883)']",65.0,410.29,209.83,419.39,23,2,1,end
1147,"Sept. 26 L.D. No. 6,905, respecting the granting of a pecuniary allowance","['Sept. 26', 'L.D. No. 6,905, respecting the granting of a pecuniary allowance']",19.0,423.82,324.94,434.04,23,1,2,start
1148,"in case of the illness of an employee. (DO. 28th September,","['in case of the', 'illness of an employee.', '(DO. 28th', 'September,']",65.0,431.17,325.29,442.57,23,2,2,middle
1149,"1944, pp. 16,793 and 16,795)","['1944, pp. 16,793 and 16,795)']",65.0,441.24,169.82,450.14,23,2,1,end
1150,"Sept. 29 Decree No. 16,683, to approve the regulations of the Economic","['Sept. 29', 'Decree No.', '16,683,', 'to approve the regulations of the Economic']",19.0,454.22,325.66,464.62,23,1,2,start
1151,"Planning Board. (D.O. 3rd October, 1944, pp. 17,085-17,086)","['Planning Board.', '(D.O. 3rd October, 1944,', 'pp.', '17,085-17,086)']",65.0,462.59,312.56,472.69,23,2,1,end
1152,"Nov. 10 L.D. No. 7036, to revise the legislatioii relating to industrial","['Nov. 10', 'L.D. No.', '7036,', 'to', 'revise', 'the', 'legislatioii', 'relating', 'to', 'industrial']",19.0,474.42,326.38,485.19,23,1,2,start
1153,"accidents33. (DO. 13th November, 1944, pp. 19,241-19,247)","['accidents33.', '(DO. 13th November, 1944, pp. 19,241-19,247)']",65.0,483.29,296.32,492.79,23,2,1,end
1154,Braz. 2,['Braz. 2'],297.0,491.89,326.75,502.19,23,-1,2,other
1155,"Nov. 10 L.D. No. 7037, to fix minimum salaries for persons employed in","['Nov. 10', 'L.D. No. 7037, to fix minimum salaries for persons employed in']",19.0,501.24,325.34,511.49,23,1,2,start
1156,"journalists' work. (D.O. 13th November, 1944, pp. 19,248-19,250)","[""journalists' work."", '(D.O. 13th November, 1944, pp.', '19,248-19,250)']",65.0,509.94,325.56,519.77,23,2,2,middle
1157,"Nov. 10 L.D. No. 7038, to issue regulations respecting the organisation of","['Nov. 10', 'L.D. No. 7038, to issue regulations respecting the organisation of']",19.0,523.62,326.36,533.62,23,1,2,start
1158,"agricultural unions. (D.O. 13th November, 1944, pp. 19,250-19,25 1)","['agricultural unions.', '(D.O. 13th November, 1944, pp. 19,250-19,25 1)']",65.0,532.17,324.23,541.77,23,2,2,middle
1159,Braz.3,['Braz.3'],297.0,540.17,327.07,551.57,23,-1,2,other
1160,DO. Diarzo Oficial.,"['DO.', 'Diarzo Oficial.']",19.0,548.49,107.38,558.39,23,1,0,other
1161,"80Legislative Decree No. 5432 of 1st May, 1943; L.S. 1943 (Braz. 1).","['80Legislative Decree No. 5432 of 1st May, 1943; L.S. 1943 (Braz. 1).']",19.0,564.79,296.98,574.69,23,1,1,other
1162,"31 Decree No. 24,637, of 10th July, 1934; L.S. 1934 (Braz. 3); amendment:","['31', 'Decree', 'No. 24,637, of 10th July, 1934; L.S. 1934 (Braz. 3); amendment:']",19.0,572.52,327.1,582.92,23,1,2,start
1163,1940 (Braz. 4).,['1940 (Braz. 4).'],12.0,580.97,71.33,590.77,23,0,0,country
1164,1944—Indexes II 24 —,"['1944—Indexes II', '24 —']",64.0,54.18,238.35,63.63,24,0,1,other
1165,"Dec. 7 L.D. No. 7127, to ratifythe agreement concluded on 30th November,","['Dec.', '7', 'L.D. No. 7127, to ratifythe agreement concluded on 30th November,']",73.0,87.76,381.2,97.26,24,1,2,start
1166,"1944, between the Federal Government and the Government of São","['1944, between the Federal Government and the Government of São']",120.0,95.68,379.68,105.28,24,2,2,middle
1167,Paulo respecting the administration of labour legislation. (D.O.,"['Paulo respecting the administration of labour legislation.', '(D.O.']",120.0,103.61,380.49,113.71,24,2,2,middle
1168,"9th December, 1944, p. 20,682)","['9th December, 1944, p. 20,682)']",119.0,112.16,239.84,121.66,24,2,1,end
1169,"Dec. 7 L.D. No. 7128, respecting the administration of labour protection","['Dec. 7', 'L.D. No. 7128, respecting the administration of labour protection']",72.0,125.78,381.08,136.06,24,1,2,start
1170,"legislation in the State of São Paulo. (D.O. 9th December 1944,","['legislation in the State of São Paulo.', '(D.O. 9th December 1944,']",120.0,133.96,380.31,144.26,24,2,2,middle
1171,"pp. 20,682-20,683)","['pp. 20,682-20,683)']",120.0,143.68,187.46,152.48,24,2,0,end
1172,"Dec. 29 L.D. No. 7211, respecting the minimum age for employment in coal","['Dec. 29', 'L.D. No. 7211, respecting the minimum age for employment in coal']",72.0,156.48,381.84,166.41,24,1,2,start
1173,mines during the war [eighteen years for Sons of miners]. (D.O.,"['mines during the war [eighteen years for Sons of miners].', '(D.O.']",120.0,164.38,380.27,174.38,24,2,2,middle
1174,"3rd January, 1945, p. 53)","['3rd January, 1945, p. 53)']",120.0,172.81,217.25,182.51,24,2,0,end
1175,CANADA,['CANADA'],65.0,189.41,111.62,200.31,24,0,0,country
1176,DOMINION,['DOMINION'],198.0,204.56,249.14,214.46,24,-1,1,other
1177,Jan. 10 O.C. amending the National Selective Service Civilian,"['Jan. 10', 'O.C. amending the National Selective Service Civilian']",73.0,220.73,325.74,230.51,24,1,1,other
1178,"P.C. 121. (C.W.O.R. Vol. I, pp. 166-167)","['P.C. 121.', '(C.W.O.R. Vol. I, pp. 166-167)']",120.0,228.78,284.79,238.41,24,2,1,end
1179,Jan. 26 O.C. to make the Compensation to Seamen (\Var Damage to Effects),"['Jan. 26', 'O.C. to make the Compensation to Seamen (\\Var Damage to Effects)']",73.0,243.03,380.02,252.86,24,1,2,start
1180,"Regulations, 1944 [rescind previous regulations]. P.C. 133/510.","['Regulations,', '1944', '[rescind previous', 'regulations].', 'P.C.', '133/510.']",120.0,251.18,380.93,260.78,24,2,2,middle
1181,"(C.W.O.R. Vol. I, pp. 226-229)","['(C.W.O.R. Vol. I, pp. 226-229)']",120.0,259.33,243.3,269.13,24,2,1,end
1182,Feb. 8 O.C. amending the Post-Discharge Re-establishment Order'3 [re-,"['Feb. 8', ""O.C. amending the Post-Discharge Re-establishment Order'3"", '[re-']",73.0,273.06,380.41,283.26,24,1,2,start
1183,"voked by P.C. 5210 of 13th July, 1944]. P.C. 775. (C.W.O.R.","['voked by P.C. 5210 of 13th July, 1944].', 'P.C. 775.', '(C.W.O.R.']",120.0,280.98,380.43,291.38,24,2,2,middle
1184,"Vol. I, pp. 363-365)","['Vol. I, pp. 363-365)']",119.0,289.61,196.59,299.31,24,2,0,end
1185,Feb. 17 O.C. to make the Wartime Labour Relations Regulations. P.C.,"['Feb. 17', 'O.C. to make the Wartime Labour Relations Regulations.', 'P.C.']",72.0,303.36,380.16,313.66,24,1,2,start
1186,"1003. (C.W.O.R. Vol. I, pp. 439-450) Can.","['1003.', '(C.W.O.R. Vol. I, pp. 439-450)', 'Can.']",120.0,312.08,370.75,321.73,24,2,1,end
1187,1,['1'],378.0,315.88,380.4,320.68,24,-1,2,other
1188,Mar. 3 O.C. amending the Wartime Salaries Order [P.C. 1549 of 27th,"['Mar. 3', 'O.C. amending the Wartime Salaries Order [P.C. 1549 of 27th']",72.0,325.38,379.68,335.78,24,1,2,start
1189,"tions, 1944 [supersede previous National Selective Service Mobiliza","['tions, 1944 [supersede previous National Selective Service Mobiliza']",120.0,334.13,377.42,343.53,24,2,2,middle
1190,"tion Regulations]. P.C. 1355. (C.W.O.R. Vol. I, 566-587)","['tion Regulations].', 'P.C. 1355.', '(C.W.O.R. Vol. I,', '566-587)']",119.0,342.01,363.79,351.73,24,2,1,end
1191,Mar. 4 O.C. to make the National Selective Service Mobilization Regula,"['Mar. 4', 'O.C. to make the National Selective Service Mobilization Regula']",72.0,355.46,378.02,365.63,24,1,2,start
1192,"February, 1942]. P.C. 79/1385. (C.W.O.R. Vol. I, p. 519)","['February, 1942].', 'P.C. 79/1385.', '(C.W.O.R. Vol. I, p. 519)']",119.0,364.01,350.42,373.71,24,2,1,end
1193,"Mar. 13 O.C. amending the Wages Control Order, P.C.","['Mar. 13', 'O.C. amending the', 'Wages Control Order,', 'P.C.']",72.0,378.06,380.16,387.96,24,1,2,start
1194,"1727. (C.W.O.R. Vol. 1, pp. 597-600) Can. 2 (A)","['1727.', '(C.W.O.R. Vol. 1, pp. 597-600)', 'Can. 2 (A)']",120.0,386.01,379.61,396.51,24,2,2,middle
1195,C.W.O.R. = Canadian War Orders and Regulations 1944.,['C.W.O.R. = Canadian War Orders and Regulations 1944.'],72.0,404.66,308.95,414.96,24,1,1,other
1196,P.C.,['P.C.'],72.0,416.52,87.56,424.52,24,1,0,other
1198,Privy Council.,"['Privy', 'Council.']",105.0,415.01,160.39,424.71,24,-1,0,other
1199,"L.S. 1943 (Can. 1); see also L.S. 1943 (Indexes II, p. 27, footnote 37). Fur","['L.S. 1943 (Can. 1); see also L.S. 1943 (Indexes II, p. 27, footnote 37).', 'Fur']",78.0,437.63,376.33,447.68,24,-1,2,other
1200,ther amendments were made during 1944 by the following Orders in Council:,['ther amendments were made during 1944 by the following Orders in Council:'],64.0,445.76,372.23,455.66,24,0,1,other
1201,"P.C. 486 of 25th January, 1944;","['P.C. 486 of 25th January, 1944;']",96.0,457.81,224.49,467.91,24,-1,1,other
1202,"P.C. 1977 of 20th March, 1944;","['P.C. 1977 of 20th March, 1944;']",97.0,466.31,220.4,476.01,24,-1,0,other
1203,"P.C. 2626 of 13th April, 1944;","['P.C. 2626 of 13th April, 1944;']",97.0,474.11,220.45,484.21,24,-1,0,other
1204,"P.C. 2675 of 13th April, 1944;","['P.C. 2675 of 13th April, 1944;']",96.0,482.36,221.9,492.66,24,-1,1,other
1205,"P.C. 3438 of 8th May, 1944;","['P.C. 3438 of 8th May, 1944;']",96.0,491.08,205.87,500.68,24,-1,0,other
1206,"P.C. 2454 of 26th May, 1944;","['P.C. 2454 of 26th May, 1944;']",96.0,499.26,214.25,509.16,24,-1,0,other
1207,"P.C. 5130 of 6th July, 1944;","['P.C. 5130 of 6th July, 1944;']",96.0,507.46,207.66,517.35,24,-1,0,other
1208,"P.C. 5419 of 14th July, 1944;","['P.C. 5419 of 14th July, 1944;']",96.0,515.63,211.43,525.43,24,-1,0,other
1209,"P.C. 8212 of 24th .October, 1944;","['P.C. 8212 of 24th .October, 1944;']",96.0,524.18,226.4,533.78,24,-1,1,other
1210,"P.C. 8726 of 27th November, 1944.","['P.C. 8726 of 27th November, 1944.']",96.0,532.36,231.9,541.86,24,-1,1,other
1211,"(C.W.O.R. Vol. I, pp. 245-246 and 638-639; Vol. II, pp. 96, 97-98, 279-280 and","['(C.W.O.R. Vol. I, pp. 245-246 and 638-639; Vol. II, pp. 96, 97-98, 279-280 and']",64.0,540.63,378.38,550.43,24,0,2,other
1212,"447-448; Vol. III, pp. 42-46 and 123-124; Vol. IV, pp: 251-252 and 443-445)","['447-448; Vol. III, pp. 42-46 and 123-124; Vol. IV, pp: 251-252 and 443-445)']",63.0,548.43,379.45,558.63,24,0,2,other
1213,"A consolidated text was, issued by P.C. 2796 of 24th April, 1945; see L.S. 1945","['A consolidated text was, issued by P.C. 2796 of 24th April, 1945; see L.S. 1945']",72.0,557.08,379.19,566.68,24,1,2,start
1214,"(Can. 1). — 7633 of 1st October,194, as amended; L.S. 1941 (Can. 1, B);","['(Can. 1). —', '7633 of 1st October,194, as amended; L.S. 1941 (Can. 1, B);']",64.0,565.33,378.44,575.13,24,0,2,other
1215,1943 (Can. 2).,['1943 (Can. 2).'],64.0,573.96,118.88,583.46,24,0,0,country
1216,"Consolidated text: L.S. 1944 (Can. 2, C).","['Consolidated', 'text: L.S. 1944 (Can. 2, C).']",78.0,581.41,238.98,591.51,24,-1,1,other
1217,— 25 — 1944—Indexea II,"['— 25', '—', '1944—Indexea', 'II']",156.0,54.42,331.73,65.11,25,-1,2,other
1218,Mar. 20 O.C. to bring into force the \Vartinie Labour Relations Regulations,"['Mar. 20', 'O.C. to bring into force the \\Vartinie Labour Relations Regulations']",23.0,88.82,330.53,99.15,25,0,2,other
1219,"[P.C. 1003 of 17th February, 1944, to come into force on 20th","['[P.C. 1003 of 17th February, 1944, to come into force on 20th']",71.0,96.4,329.53,106.8,25,2,2,middle
1220,"March, 19441. P.C. 1982. (C.W.O.R. Vol. I, p. 639)","['March, 19441.', 'P.C. 1982.', '(C.W.O.R. Vol.', 'I,', 'p. 639)']",70.0,105.38,283.06,115.8,25,2,1,end
1221,"Apr. 18 O.C. to make (I) the Merchant Seamen War Service Bonus Order,","['Apr. 18', 'O.C. to make (I) the Merchant Seamen War Service Bonus Order,']",23.0,119.37,331.46,129.92,25,0,2,other
1222,"1944, and (2) the Merchant Seamen Special Payment Order, 1944.","['1944, and (2) the Merchant Seamen Special Payment Order, 1944.']",70.0,127.85,330.74,137.65,25,2,2,middle
1223,"P.C. 149/2705 and P.C. 152/2705. (C.W.O.R. Vol. II, pp. 100-102","['P.C. 149/2705 and P.C. 152/2705.', '(C.W.O.R. Vol. II, pp. 100-102']",69.0,136.02,330.05,145.95,25,2,2,middle
1224,and 102-104),['and 102-104)'],69.0,145.32,116.7,154.22,25,2,0,end
1225,May 4 0G. amending the Wartime Wages Control Order3'. P.C. 3277.,"['May 4', ""0G. amending the Wartime Wages Control Order3'."", 'P.C. 3277.']",23.0,156.05,329.7,166.95,25,0,2,other
1226,"(C.W.O.R. Vol. II, p. 274) Can. 2 (B)","['(C.W.O.R. Vol. II, p. 274)', 'Can. 2 (B)']",70.0,164.3,329.3,175.1,25,2,2,middle
1227,May 15 0G. amending the Post-Discharge Re-establishment Order33 [re-,"['May 15', '0G. amending the Post-Discharge Re-establishment Order33', '[re-']",23.0,176.97,329.99,187.27,25,0,2,other
1228,voked by P.C. 5210 of 13th 1944). P.C. 4/3655. (C.W.0.R.,"['voked by P.C. 5210 of 13th', '1944).', 'P.C. 4/3655.', '(C.W.0.R.']",69.0,185.52,328.88,195.22,25,2,2,middle
1229,"Vol. II, pp. 407-408)","['Vol. II, pp. 407-408)']",68.0,193.97,147.15,203.47,25,2,0,end
1230,May 29 0G. providing for supplementary agreements with the Provinces,"['May 29', '0G. providing for supplementary agreements with the Provinces']",22.0,205.62,328.2,216.0,25,0,2,other
1231,"re old age pensions [amends the Old Age Pensions Act, R.C.S. 1927,","['re old age pensions [amends the Old Age Pensions Act, R.C.S. 1927,']",68.0,214.55,327.52,223.95,25,2,2,middle
1232,"ch. 156, as amended). P.C. 3377. (CC. Vol. LXXVIII, p. 3377;","['ch. 156, as amended).', 'P.C. 3377.', '(CC. Vol. LXXVIII, p. 3377;']",68.0,222.27,328.72,232.57,25,2,2,middle
1233,"C.W.0.R. Vol. II, pp. 449-451)","['C.W.0.R. Vol. II, pp. 449-451)']",68.0,230.67,190.36,240.57,25,2,1,end
1234,"June 5 0G. to make the Merchant Seamen Foreign Jurisdiction Order, 1944.","['June 5', '0G. to make the Merchant Seamen Foreign Jurisdiction Order, 1944.']",22.0,243.27,329.21,253.35,25,0,2,other
1235,"P.C. 4312. (C.W.O.R. Vol. II, pp. 547-550)","['P.C. 4312.', '(C.W.O.R. Vol. II, pp. 547-550)']",68.0,251.15,243.57,260.95,25,2,1,end
1236,"June 30 An Act to establish a Department of Reconstruction. 8 Ceo. VI,","['June 30', 'An Act to establish a Department of Reconstruction.', '8 Ceo. VI,']",22.0,263.27,328.91,273.62,25,0,2,other
1237,"ch. 18. The De,&artment of Reconstruction Act, .1944.","['ch.', '18.', 'The De,&artment of Reconstruction Act, .1944.']",68.0,272.15,281.88,281.55,25,2,1,end
1238,July 13 0G. to make the Post-Discharge Re-establishment Order. P.C.,"['July 13', '0G. to make the Post-Discharge Re-establishment Order.', 'P.C.']",21.0,285.87,328.16,296.17,25,0,2,other
1239,"5210. (C.\V.O.R. Vol. III, pp. 113-121) Can. 4","['5210.', '(C.\\V.O.R. Vol.', 'III,', 'pp.', '113-121)', 'Can. 4']",68.0,294.0,328.07,304.6,25,2,2,middle
1240,July 24 Act to establish a Department of National Health and Welfare.,"['July 24', 'Act to establish a Department of National Health and Welfare.']",21.0,306.65,327.94,316.45,25,0,2,other
1241,"Geo. VI, ch. 22. The of National Health and Wel-","['Geo. VI, ch. 22.', 'The', 'of National Health and Wel-']",76.0,314.82,328.0,324.92,25,-1,2,other
1242,fare Act.,['fare Act.'],67.0,323.42,100.93,333.12,25,2,0,end
1243,"Aug. 15 An Act to provide for family allowances. 8 Geo. VI, ch. 40. The","['Aug. 15', 'An Act to provide for family allowances.', '8 Geo. VI, ch. 40.', 'The']",21.0,335.3,327.15,345.25,25,0,2,other
1244,"Family Allowances Act, 1944. Can. 3","['Family Allowances Act, 1944.', 'Can. 3']",67.0,343.82,328.33,353.52,25,2,2,middle
1245,Aug. 15,"['Aug.', '15']",21.0,357.09,50.5,365.29,25,0,0,country
1246,An Act to provide for the insurance of veterans by the Dominion,['An Act to provide for the insurance of veterans by the Dominion'],68.0,355.4,327.12,365.4,25,2,2,middle
1247,"of Canada. 8 Ceo. VI, ch. 49. The Veterans Insurance Act.","['of Canada.', '8 Ceo. VI, ch. 49.', 'The Veterans Insurance Act.']",67.0,363.82,305.97,373.72,25,2,1,end
1248,Aug. 15 An Act to provide for the payment of war service gratuities and for,"['Aug. 15', 'An Act to provide for the payment of war service gratuities and for']",21.0,377.72,328.22,387.57,25,0,2,other
1249,the grant of re-establishment credits to members of His Majesty's,"[""the grant of re-establishment credits to members of His Majesty's""]",67.0,385.7,327.93,395.7,25,2,2,middle
1250,"Forces in respect of service during the present war. 8 Geo. VI,","['Forces in respect of service during the present war.', '8 Geo. VI,']",67.0,393.65,327.48,404.17,25,2,2,middle
1251,"ch. 51. The War Service Grants Act, 1944.","['ch. 51.', 'The War Service Grants Act, 1944.']",67.0,402.55,230.87,412.1,25,2,1,end
1252,Aug. 18 0G. consolidating various Orders re employment of prisoners of war.,"['Aug. 18', '0G. consolidating various Orders re employment of prisoners of war.']",20.0,414.75,325.76,424.67,25,0,2,other
1253,"P.C. 6495. (C.W.O.R. Vol. III, pp. 356-357)","['P.C. 6495.', '(C.W.O.R. Vol. III,', 'pp. 356-357)']",67.0,422.25,249.01,432.97,25,2,1,end
1254,Sept. I,"['Sept.', 'I']",21.0,438.5,45.67,446.9,25,0,0,country
1255,0G. amending the Wartime Labour Relations Regulations [P.C.,['0G. amending the Wartime Labour Relations Regulations [P.C.'],67.0,436.55,325.95,446.75,25,2,2,middle
1256,"1003 of 17th February, 1944; amends sections 15, 16 and 48).","['1003 of', '17th February,', '1944; amends sections', '15,', '16 and 48).']",67.0,444.7,326.08,455.1,25,2,2,middle
1257,"P.C. 6893. (C.W.O.R. Vol. III, p. 459)","['P.C. 6893.', '(C.W.O.R. Vol. III, p. 459)']",66.0,453.55,220.97,463.35,25,2,1,end
1258,Oct. 4 0G. to make the Veterans' Dual Service Pension Order. P.C.,"['Oct. 4', ""0G. to make the Veterans' Dual Service Pension Order."", 'P.C.']",20.0,466.55,326.33,477.25,25,0,2,other
1259,"160/7746. (C.W.O.R. Vol. IV, pp. 11-13)","['160/7746.', '(C.W.O.R. Vol. IV, pp. 11-13)']",66.0,475.35,229.58,485.25,25,2,1,end
1260,"Oct. 13 Proclamation bringing into force [on 21st October, 1944] ""An Act","['Oct. 13', 'Proclamation bringing into force [on 21st October, 1944] ""An Act']",20.0,487.55,325.31,497.87,25,0,2,other
1261,"to establish a Department of National Health and Welfare"".","['to', 'establish', 'a', 'Department of', 'National', 'Health and Welfare"".']",66.0,495.35,325.97,505.95,25,2,2,middle
1262,"(CC. Vol. LXXVIII, p. 4451)","['(CC. Vol. LXXVIII, p. 4451)']",67.0,503.77,188.29,514.07,25,2,1,end
1263,Oct. 13 O.C. establishing the Cabinet Committee on Reconstruction. (C.W.,"['Oct. 13', 'O.C. establishing the Cabinet Committee on Reconstruction.', '(C.W.']",20.0,516.45,326.24,526.78,25,0,2,other
1264,"OR. Vol. IV, p. 199)","['OR. Vol. IV, p. 199)']",66.0,524.4,148.77,534.4,25,2,0,end
1265,Oct. 31 0.C. amending the Post-Discharge Re-establishment Ordern. P.C.,"['Oct. 31', '0.C. amending the Post-Discharge Re-establishment Ordern.', 'P.C.']",19.0,536.72,326.02,547.15,25,0,2,other
1266,"108/8367. (C.W.0.R. Vol. IV, p. 255)","['108/8367.', '(C.W.0.R. Vol. IV, p. 255)']",66.0,544.52,217.56,554.85,25,2,1,end
1267,C.G. The Canada Gazette.,"['C.G.', 'The Canada', 'Gazette.']",19.0,564.17,132.73,573.67,25,0,0,country
1268,Amendments incorporated in L.S. 1944 (Can. 4).,['Amendments incorporated in L.S. 1944 (Can. 4).'],26.0,585.67,220.13,595.57,25,1,1,other
1269,1944r—tfldeleB,['1944r—tfldeleB'],59.0,55.96,108.62,63.16,26,0,0,country
1270,Nov. 24 O.C. approving an amendment (1) to the Unemployment Insurance,"['Nov.', '24', 'O.C. approving an amendment (1) to the Unemployment Insurance']",69.0,87.33,377.24,97.03,26,1,2,start
